"","measure","Year","Waterway 1","Waterway 2","Waterway 3","Waterway 4"
"404","gamma-Hexachlorocyclohexane","2015",0,0,0,0
"405","gamma-Hexachlorocyclohexane","2016",0,0,0,0
"406","Heptachlor","2005",0.0070297619047619,0.00620512820512821,0,0
"407","Heptachlor","2006",0.00900751879699248,0.00828125,0,0
"408","Heptachlor","2007",0.00660588235294118,0.00568085106382979,0,0
"409","Heptachloroepoxide","2005",0.00338461538461538,0,0,0
"410","Heptachloroepoxide","2006",0.0139278350515464,0.0156785714285714,0,0
"411","Heptachloroepoxide","2007",0.00530813953488372,0.005,0,0
"412","Hexachlorobenzene","2008",0.02,0,0,0
"413","Hexachlorobenzene","2009",0.00177884615384615,0.0055,0,0
"414","Indeno(1,2,3-c,d)pyrene","2003",0.0231666666666667,0.0015,0,0
"415","Indeno(1,2,3-c,d)pyrene","2009",0.004,0.004,0,0
"416","Inorganic nitrogen","2010",0,1.67833333333333,4.82091304347826,1.46208333333333
"417","Inorganic nitrogen","2013",1.28,0,0,0
"418","Inorganic nitrogen","2015",0,0.15,0,0
"419","Iron","1998",0.592254901960784,2.58277777777778,0,0
"420","Iron","1999",0.88128,1.34428571428571,0,0
"421","Iron","2000",0.942519083969466,1.41041666666667,0,0
"422","Iron","2001",0.94981981981982,1.4352380952381,0,0
"423","Iron","2002",1.30727272727273,1.75131578947368,0,0
"424","Iron","2003",1042.97506329114,1342.96065,0,0
"425","Iron","2004",0.667898421052632,0.733148936170213,0,0
"426","Iron","2005",0.764243781094527,0.811854166666667,0,0
"427","Iron","2006",0.32674358974359,0.450291666666667,0,0
"428","Iron","2007",0.924988950276243,0.939604166666667,0,0
"429","Iron","2008",0.799224489795918,0.815333333333333,0,0
"430","Iron","2009",0.663387096774194,0.601818181818182,0.219,0.4475
"431","Iron","2010",0.425430769230769,0.6284375,0.199,0.561
"432","Iron","2011",0.378164705882353,0.4764,0.106666666666667,0.272
"433","Iron","2012",0.320582051282051,0.2725,0.18,0.0741083333333333
"434","Iron","2013",0.371475,0,0,1.89458333333333
"435","Iron","2014",0.395612903225806,0.360423076923077,0,0.458857142857143
"436","Iron","2015",0.497568333333333,0.43025641025641,0,0.63275
"437","Isodrin","2008",0.025,0,0,0
"438","Isodrin","2009",0.00347058823529412,0.015,0,0
"439","Lead","1998",13.6263461538462,21.5452631578947,0,0
"440","Lead","1999",25.0284732824427,25.0296153846154,0,0
"441","Lead","2000",30.7555395683453,31.2078846153846,0,0
"442","Lead","2001",16.139,14.3894285714286,0,0
"443","Lead","2002",9.88087301587302,7.00757575757576,0,0
"444","Lead","2003",8.34029139072848,5.86127906976744,0,0
"445","Lead","2004",4.28278378378378,3.95960416666667,0,0
"446","Lead","2005",6.87777485863874,9.47577072916667,0,0
"447","Lead","2006",11.9056666666667,11.0341666666667,0,0
"448","Lead","2007",4.53059116022099,4.857,0,0
"449","Lead","2008",2.65755102040816,2.68333333333333,0,0
"450","Lead","2009",1.94037096774194,2.12159090909091,0,49.25
"451","Lead","2010",2.41976141732283,1.66333333333333,2.475,5.47
"452","Lead","2011",3.46092713178295,1.78484848484848,0,18.638
"453","Lead","2012",1.70033333333333,1.56,0,1.73833333333333
"454","Lead","2013",1.30621568627451,1.225,0,2.47454545454545
"455","Lead","2014",1.88150632911392,2.11739130434783,0,1.20714285714286
"456","Lead","2015",1.68333333333333,1.252,0,3.062
"457","Lead","2016",2.58754642857143,2.6553431372549,0,0
"458","Macrozoobenthos","1998",0.766666666666667,0.938888888888889,0,0
"459","Macrozoobenthos","1999",2.0489898989899,2.08384615384615,0,0
"460","Macrozoobenthos","2000",2.02030534351145,2.11104166666667,0,0
"461","Macrozoobenthos","2001",2.03329411764706,2.0875,0,0
"462","Macrozoobenthos","2003",2.28485294117647,2.07416666666667,0,0
"463","Macrozoobenthos","2004",1.93619696969697,2.01857142857143,0,0
"464","Macrozoobenthos","2005",1.99364473684211,2.094,0,0
"465","Macrozoobenthos","2006",2.01960740740741,2.160875,0,0
"466","Macrozoobenthos","2007",1.92782051282051,2.07105263157895,0,0
"467","Macrozoobenthos","2008",1.88833333333333,0,0,0
"468","Macrozoobenthos","2009",2.11,0,0,0
"469","Macrozoobenthos","2010",2.07272727272727,0,0,0
"470","Macrozoobenthos","2011",2.05666666666667,0,0,2.27166666666667
"471","Macrozoobenthos","2012",2.1125,0,2.38,0
"472","Macrozoobenthos","2013",2.13625,2.17777777777778,0,0
"473","Macrozoobenthos","2014",36.3933333333333,36.8833333333333,0,0
"474","Macrozoobenthos","2016",0,2.37,2.205,2.505
"475","Magnesium","1998",15.6012745098039,17.895,0,0
"476","Magnesium","1999",17.3202362204724,18.6822448979592,0,0
"477","Magnesium","2000",18.7221374045802,20.3916666666667,0,0
"478","Magnesium","2001",17.9849122807018,17.0418604651163,0,0
"479","Magnesium","2002",20.8655263157895,23.7384,0,0
"480","Magnesium","2003",18.0234972677596,18.6583333333333,0,0
"481","Magnesium","2004",20.5763057324841,24.9209302325581,0,0
"482","Magnesium","2005",20.547738047619,26.1212501041667,0,0
"483","Magnesium","2006",19.7090303030303,22.2391666666667,0,0
"484","Magnesium","2007",21.2974149659864,25.0025531914894,0,0
"485","Magnesium","2008",18.1011612903226,22.6520833333333,0,0
"486","Magnesium","2009",19.2595424836601,19.7189090909091,0,9.75555555555556
"487","Magnesium","2010",17.65921875,15.5036666666667,31.5,12.1208333333333
"488","Magnesium","2011",29.2368217054264,16.9633333333333,0,13.31
"489","Magnesium","2012",17.9684745762712,15.995,0,11.20775
"490","Magnesium","2013",19.0111627906977,18.1115789473684,23.0828333333333,11.9008333333333
"491","Magnesium","2014",14.1560897435897,15.3945,27.1090909090909,16.3766666666667
"492","Magnesium","2015",14.2279389312977,13.085,16.93575,18.7658333333333
"493","Magnesium","2016",14.521421875,12.297868852459,16.7431666666667,11.842
"494","Manganese","1998",6.83877884615385,14.7342105263158,0,0
"495","Manganese","1999",38.5905789473684,48.3945283018868,0,0
"496","Manganese","2000",32.2839496402878,18.7244230769231,0,0
"497","Manganese","2001",0.0965765765765766,0.0873809523809524,0,0
"498","Manganese","2002",7.74584415584416,12.7652631578947,0,0
"499","Manganese","2003",23.1638315789474,38.5727708333333,0,0
"500","Manganese","2004",0.236040926640927,0.0891549295774648,0,0
"501","Manganese","2005",0.0839407114624506,0.0887666666666667,0,0
"502","Manganese","2006",0.054353305785124,0.092448275862069,0,0
"503","Manganese","2007",0.0967894736842105,0.124887323943662,0,0
"504","Manganese","2008",0.0423779527559055,0.0167058823529412,0,0
"505","Manganese","2009",0.0221603773584906,0.0254902173913043,0.1267,0.0505
"506","Manganese","2010",0.0227952631578947,0.0182328125,0.1059,0.390636363636364
"507","Manganese","2011",0.010741935483871,0,0.309333333333333,0.2388
"508","Manganese","2012",0.0236126213592233,0.00143478260869565,0.228166666666667,0.03235
"509","Manganese","2013",0.0239754098360656,0,0.0473333333333333,0.36892
"510","Manganese","2014",0.0102222222222222,0.00394444444444444,0.0754545454545455,1.32183333333333
"511","Manganese","2015",0.0139566371681416,0.0027125,0.02275,0.2571875
"512","Mercury","1998",0,0,0,0
"513","Mercury","2005",0.0395051546391753,0,0,0
"514","Mercury","2006",0.0620783132530121,0.0464772727272727,0,0
"515","Mercury","2007",0.0402911392405063,0.0303170731707317,0,0
"516","Mercury","2008",0.0587142857142857,0.0613,0,0
"517","Mercury","2009",0.0817258064516129,0.102243243243243,0,0
"518","Mercury","2010",0.120371428571429,0.232983050847458,0,0
"519","Mercury","2011",0.124057851239669,0.134741935483871,0,0
"520","Mercury","2012",0.0899833333333333,0.030625,0,0
"521","Mercury","2013",0.0336888888888889,0.00590909090909091,0,0.025
"522","Mercury","2014",0.026055223880597,0.00779142857142857,0,0.02
"523","Mercury","2015",0.016141935483871,0.0131948717948718,0.01175,0.0106666666666667
"524","Mercury","2016",0.0138857142857143,0.0072,0,0.0222857142857143
"525","Methoxychlor","2005",0.035625,0.0856666666666667,0,0
"526","Methoxychlor","2006",0.0494,0,0,0
"527","Methylosmoline","2014",0.300928,0.304023255813954,0,0
"528","Methylosmoline","2015",1.77138532110092,1.22913888888889,0,0
"529","Methylosmoline","2016",6.0231724137931,34.8186,0,0
"530","Metolachlor","2005",0.0359506172839506,0.0258,0,0
"531","Metolachlor","2006",0.06716875,0.069925,0,0
"532","Metolachlor","2007",0.0157803468208092,0.0164166666666667,0,0
"533","Naphthalene","2008",0.0114611764705882,0,0,0
"534","Naphthalene","2009",0.0104843137254902,0.0155666666666667,0.002,0
"535","Nickel","1998",12.8921568627451,11,0,0
"536","Nickel","1999",29.1,33,0,0
"537","Nickel","2001",4.81285714285714,5.14,0,0
"538","Nickel","2002",2.57151162790698,1.8895,0,0
"539","Nickel","2003",5.68752597402597,4.650025,0,0
"540","Nickel","2004",4.55253107344633,4.06172727272727,0,0
"541","Nickel","2005",3.6300320802139,4.5622340212766,0,0
"542","Nickel","2006",3.2815618556701,4.340375,0,0
"543","Nickel","2007",5.77519889502762,6.19389583333333,0,0
"544","Nickel","2008",1.80591836734694,1.81866666666667,0,0
"545","Nickel","2009",1.54693548387097,1.76363636363636,0,0.5
"546","Nickel","2010",2.64227222222222,1.82879310344828,3.5,4.01285714285714
"547","Nickel","2011",3.56086356589147,2.1031746031746,7.9,1.528
"548","Nickel","2012",2.85,0.79,0,0.909166666666667
"549","Nickel","2013",1.08737450980392,0.291666666666667,0,4.82408333333333
"550","Nickel","2014",2.85682894736842,1.00065217391304,0,3.18714285714286
"551","Nickel","2015",2.36388888888889,1.84615384615385,0,2.76
"552","Nickel","2016",2.68753333333333,2.78921568627451,0,0
"553","Nitrates","1998",1.52705882352941,1.80555555555556,0,0
"554","Nitrates","1999",1.65771653543307,1.59632653061224,0,0
"555","Nitrates","2000",1.76251908396947,1.88645833333333,0,0
"556","Nitrates","2001",1.74991228070175,1.86627906976744,0,0
"557","Nitrates","2002",1.77442105263158,1.47375,0,0
"558","Nitrates","2003",1.72176595744681,1.96541666666667,0,0
"559","Nitrates","2004",1.63051630434783,1.69425581395349,0,0
"560","Nitrates","2005",1.57058333333333,1.67802083333333,0,0
"561","Nitrates","2006",1.2817263681592,1.59116666666667,0,0
"562","Nitrates","2007",1.63531111111111,1.64833333333333,0,0
"563","Nitrates","2008",1.16264324324324,1.1245125,0,0
"564","Nitrates","2009",1.33606153846154,1.4249873015873,1.94758333333333,0.694
"565","Nitrates","2010",1.5190612244898,1.5442504,3.565,0.795833333333333
"566","Nitrates","2011",1.67440917874396,1.42575555555556,2.32427272727273,0.690416666666667
"567","Nitrates","2012",1.61886538461538,1.38117469879518,2.46691304347826,0.63675
"568","Nitrates","2013",1.42529978494624,1.50663756756757,2.84946153846154,0.601416666666667
"569","Nitrates","2014",1.28480509433962,1.30378148648649,4.00471428571429,0.666653846153846
"570","Nitrates","2015",1.43249074074074,1.51157746478873,2.09033333333333,0.595269230769231
"571","Nitrates","2016",1.17870047169811,1.20910810810811,2.28241666666667,0.428884615384615
"572","Nitrites","1998",0.0392156862745098,0.125,0,0
"573","Nitrites","1999",0.0377952755905512,0.0406122448979592,0,0
"574","Nitrites","2000",0.0395419847328244,0.0302083333333333,0,0
"575","Nitrites","2001",0.0303508771929825,0.0254651162790698,0,0
"576","Nitrites","2002",0.0326157894736842,0.02816,0,0
"577","Nitrites","2003",0.0427021276595745,0.0700416666666667,0,0
"578","Nitrites","2004",0.0433336956521739,0.0724883720930233,0,0
"579","Nitrites","2005",0.0453137254901961,0.0634375,0,0
"580","Nitrites","2006",0.0605059701492537,0.0488541666666667,0,0
"581","Nitrites","2007",0.0281238888888889,0.03585625,0,0
"582","Nitrites","2008",0.0319854054054054,0.05774375,0,0
"583","Nitrites","2009",0.0308615384615385,0.043247619047619,0.079,0.019
"584","Nitrites","2010",0.0260321428571429,0.0384293333333333,0.199375,0.0144166666666667
"585","Nitrites","2011",0.026780193236715,0.0245666666666667,0.0834545454545454,0.0386666666666667
"586","Nitrites","2012",0.0261598901098901,0.0281397590361446,0.0675217391304348,0.0191666666666667
"587","Nitrites","2013",0.0269525405405405,0.0309491891891892,0.101076923076923,0.0191666666666667
"588","Nitrites","2014",0.0230910377358491,0.0219913513513514,0.390785714285714,0.025
"589","Nitrites","2015",0.0219388888888889,0.0292081081081081,0.0858333333333333,0.0206153846153846
"590","Nitrites","2016",0.0220160377358491,0.0218162162162162,0.068,0.0177692307692308
"591","Organic nitrogen","2009",0,0.442166666666667,0,2.0705
"592","Organic nitrogen","2010",0,0.66,0,0
"593","Organic nitrogen","2011",0,0,0,0
"594","Organic nitrogen","2012",0,0.252916666666667,0,0
"595","Organic nitrogen","2013",1.5525,0,0,0
"596","Organic nitrogen","2015",0,0,0,0
"597","Orthophosphate-phosphorus","1998",0.0736274509803922,0.0772222222222222,0,0
"598","Orthophosphate-phosphorus","1999",0.0629133858267717,0.0526122448979592,0,0
"599","Orthophosphate-phosphorus","2000",0.0653435114503817,0.0539583333333333,0,0
"600","Orthophosphate-phosphorus","2001",0.0553245614035088,0.0511627906976744,0,0
"601","Orthophosphate-phosphorus","2002",0.0657032085561497,0.0269574468085106,0,0
"602","Orthophosphate-phosphorus","2003",0.0576507936507937,0.0315208333333333,0,0
"603","Orthophosphate-phosphorus","2004",0.0582142076502732,0.0266744186046512,0,0
"604","Orthophosphate-phosphorus","2005",0.0561127450980392,0.0501875,0,0
"605","Orthophosphate-phosphorus","2006",0.0756238805970149,0.0571791666666667,0,0
"606","Orthophosphate-phosphorus","2007",0.064855,0.0380458333333333,0,0
"607","Orthophosphate-phosphorus","2008",0.0464378378378378,0.0379395833333333,0,0
"608","Orthophosphate-phosphorus","2009",0.0683774358974359,0.070715873015873,0.0330583333333333,0.0446363636363636
"609","Orthophosphate-phosphorus","2010",0.083430612244898,0.100853333333333,0.0626666666666667,0.03675
"610","Orthophosphate-phosphorus","2011",0.0665628019323671,0.0407,0.0931818181818182,0.0434666666666667
"611","Orthophosphate-phosphorus","2012",0.0453615384615385,0.0385457831325301,0.0794347826086957,0.0358333333333333
"612","Orthophosphate-phosphorus","2013",0.0636978378378378,0.033527027027027,0.122923076923077,0.036125
"613","Orthophosphate-phosphorus","2014",0.0801895754716981,0.0388089189189189,0.113769230769231,0.0343269230769231
"614","Orthophosphate-phosphorus","2015",0.0541467592592593,0.0474108108108108,0.072,0.026584
"615","Orthophosphate-phosphorus","2016",0.0511783018867925,0.0384959459459459,0.1085,0.0326923076923077
"616","Oxygen saturation","2005",77.5493632229299,80.9222224444444,0,0
"617","Oxygen saturation","2006",82.12455,76.1435416666667,0,0
"618","Oxygen saturation","2007",81.0994972067039,81.6866666666667,0,0
"619","Oxygen saturation","2008",83.8874175824176,81.3736170212766,0,0
"620","Oxygen saturation","2009",86.6149462365591,86.7404444444444,115.2225,109.312727272727
"621","Oxygen saturation","2010",88.5405696202532,87.8104166666667,96.0758333333333,0
"622","Oxygen saturation","2011",88.5603896103896,91.9760869565217,77.1525,95.9266666666667
"623","Oxygen saturation","2012",85.6344791666667,83.6947619047619,70.0366666666667,0
"624","Oxygen saturation","2013",89.6071111111111,0,91.5546153846154,0
"625","Oxygen saturation","2014",89.1573611111111,93.6666666666667,84.6283333333333,78.268
"626","Oxygen saturation","2015",90.66425,86.5085416666667,83.4458333333333,102.971666666667
"627","Oxygen saturation","2016",85.7005194805195,88.5478571428571,76.9841666666667,99.1115384615385
"628","p,p-DDD","2005",0.172064864864865,0.165468085106383,0,0
"629","p,p-DDD","2006",0.0598661971830986,0.0363783783783784,0,0
"630","p,p-DDD","2007",0.0177745664739884,0.0139791666666667,0,0
"631","p,p-DDE","2005",0.0554756756756757,0.0518372093023256,0,0
"632","p,p-DDE","2006",0.0252397660818713,0.0178536585365854,0,0
"633","p,p-DDE","2007",0.00697109826589595,0.0058125,0,0
"634","p,p-DDT","1998",0.00373333333333333,0,0,0
"635","p,p-DDT","1999",0.151227419354839,0.157821739130435,0,0
"636","p,p-DDT","2000",0.0753225806451613,0.0758333333333333,0,0
"637","p,p-DDT","2001",0.207686746987952,0.238645161290323,0,0
"638","p,p-DDT","2002",0.0136966292134831,0.0258333333333333,0,0
"639","p,p-DDT","2003",0.0214545454545455,0.0283333333333333,0,0
"640","p,p-DDT","2004",0.0154583333333333,0.0286666666666667,0,0
"641","p,p-DDT","2005",0.00324817518248175,0.00689285714285714,0,0
"642","p,p-DDT","2006",0.0506206896551724,0.0679166666666667,0,0
"643","p,p-DDT","2007",0.0216300578034682,0.0198333333333333,0,0
"644","p,p-DDT","2008",0.0173591919191919,0.0205,0,0
"645","p,p-DDT","2009",0.0162314814814815,0.0235714285714286,0,0
"646","p,p-DDT","2010",0.017304347826087,0.05,0,0
"647","p,p-DDT","2012",0,0.00204285714285714,0,0.00166666666666667
"648","p,p-DDT","2013",0.0381443298969072,0,0,0
"649","p,p-DDT","2014",0,0,0,0
"650","p,p-DDT","2015",0,0,0,0
"651","p,p-DDT","2016",0,0,0,0
"652","PAHs","2002",13.824,5.24,0,0
"653","PCB 101","2003",0.001,0.001,0,0
"654","PCB 101","2008",0.00124971428571429,0,0,0
"655","PCB 101","2009",0.00117307692307692,0.002,0,0
"656","PCB 118","2009",0.002,0.002,0,0
"657","PCB 138","2003",0.001,0.001,0,0
"658","PCB 138","2008",0.002,0,0,0
"659","PCB 138","2009",0.00203653846153846,0.002,0,0
"660","PCB 153","2003",0.001,0.001,0,0
"661","PCB 153","2008",0.002,0,0,0
"662","PCB 153","2009",0.002,0.002,0,0
"663","PCB 180","2003",0.001,0.001,0,0
"664","PCB 180","2008",0.002312,0,0,0
"665","PCB 180","2009",0.002,0.002,0,0
"666","PCB 28","2003",0.00283333333333333,0.001,0,0
"667","PCB 52","2003",0.00116666666666667,0.001,0,0
"668","Pentachlorobenzene","2008",0.001,0,0,0
"669","Pentachlorobenzene","2009",0.00152941176470588,0.004,0,0
"670","Petroleum hydrocarbons","2002",2.082,1.28,0,0
"671","Petroleum hydrocarbons","2004",1.434125,1.726,0,0
"672","Petroleum hydrocarbons","2005",0.552558139534884,1.16291304347826,0,0
"673","Petroleum hydrocarbons","2006",1.56830677966102,1.47253928571429,0,0
"674","Petroleum hydrocarbons","2007",2.89705194805195,3.34808108108108,0,0
"675","Petroleum hydrocarbons","2008",0.0252637168141593,0.0280416666666667,0,0
"676","Petroleum hydrocarbons","2009",0.04369,0.58945,0,0
"677","Petroleum hydrocarbons","2010",0.230769230769231,0.34,0,0
"678","Petroleum hydrocarbons","2011",0,0,0,0
"679","Petroleum hydrocarbons","2012",5.68378378378378,12.5428571428571,0,0
"680","Petroleum hydrocarbons","2014",0,0.0714,0.127,0.2
"681","Petroleum hydrocarbons","2015",0.0336868852459016,0.0736,0.105966666666667,0
"682","Petroleum hydrocarbons","2016",0.0816307692307692,0.109114814814815,0.284527272727273,0
"683","Phenanthrene","2008",0.005,0,0,0
"684","Phenanthrene","2009",0.005,0.005,0.003,0
"685","Potassium","1998",3.60186274509804,4.24444444444444,0,0
"686","Potassium","1999",4.09763779527559,4.64551020408163,0,0
"687","Potassium","2000",4.0381679389313,4.60208333333333,0,0
"688","Potassium","2001",3.72445454545455,4.13023255813953,0,0
"689","Potassium","2002",5.66923076923077,0,0,0
"690","Potassium","2003",3.89047619047619,0,0,0
"691","Potassium","2004",3.24342105263158,0,0,0
"692","Potassium","2005",3.23222222222222,5.1,0,0
"693","Potassium","2006",2.63086419753086,0,0,0
"694","Potassium","2007",2.32023622047244,2.11764705882353,0,0
"695","Potassium","2008",2.62272727272727,2.26666666666667,0,0
"696","Potassium","2009",2.62105263157895,2.95882352941176,0,0
"697","Potassium","2010",2.65417910447761,2.50909090909091,0,0
"698","Potassium","2011",2.70983606557377,2.92631578947368,0,0
"699","Potassium","2012",3.37317073170732,3.27241379310345,0,0
"700","Potassium","2013",3.07977528089888,3.345,0,0
"701","Potassium","2014",2.47777777777778,4.06896551724138,7.714,3.77877777777778
"702","Potassium","2015",2.5089552238806,3.05757575757576,0,5.0525
"703","Potassium","2016",2.34897959183673,2.56666666666667,0,6.48923076923077
"704","Pyrene","2008",0.00226558823529412,0,0,0
"705","Pyrene","2009",0.003,0,0,0
"706","Selenium","2008",0.10451724137931,0.2695,0,0
"707","Selenium","2009",1.31117647058824,1.51,0,0
"708","Silica (SiO2)","2003",9.13425,9.7475,0,0
"709","Silica (SiO2)","2004",9.09108108108108,9.79354166666667,0,0
"710","Silica (SiO2)","2005",6.64757731958763,7.10863636363636,0,0
"711","Silica (SiO2)","2006",7.2906455026455,7.52568181818182,0,0
"712","Silica (SiO2)","2007",8.17814634146341,8.27338636363636,0,0
"713","Silica (SiO2)","2008",5.64267391304348,5.03972340425532,0,0
"714","Silica (SiO2)","2009",6.47095833333333,5.13655319148936,0,0
"715","Silica (SiO2)","2010",6.31271176470588,5.96110416666667,0,0
"716","Silica (SiO2)","2012",8.91666666666667,9.45833333333333,0,0
"717","Silica (SiO2)","2014",1.84,0,0,0
"718","Simazine","2005",0.154571428571429,0.172,0,0
"719","Simazine","2006",0.168047297297297,0.148,0,0
"720","Simazine","2007",0.0782455089820359,0.0738333333333333,0,0
"721","Simazine","2009",0.1,0.1,0.05,0
"722","Sodium","1998",19.8660784313726,29.8633333333333,0,0
"723","Sodium","1999",23.2806299212598,26.8261224489796,0,0
"724","Sodium","2000",23.0358778625954,27.20625,0,0
"725","Sodium","2001",22.3405454545455,27.8451162790698,0,0
"726","Sodium","2002",32.2153846153846,0,0,0
"727","Sodium","2003",20.1690476190476,0,0,0
"728","Sodium","2004",17.3623376623377,0,0,0
"729","Sodium","2005",19.6647778111111,73.9000016666667,0,0
"730","Sodium","2006",16.7444444444444,0,0,0
"731","Sodium","2007",21.3236220472441,29.7709677419355,0,0
"732","Sodium","2008",23.8402654867257,23.7583333333333,0,0
"733","Sodium","2009",21.4217763157895,26.8490909090909,0,35.81
"734","Sodium","2010",19.4059701492537,22.6090909090909,0,0
"735","Sodium","2011",19.8734210526316,17.7368421052632,0,0
"736","Sodium","2012",20.9024390243902,19.3068965517241,0,0
"737","Sodium","2013",22.3415730337079,21.0631578947368,0,0
"738","Sodium","2014",19.2166666666667,24.4620689655172,233.28,42.2022222222222
"739","Sodium","2015",19.8940298507463,18.4848484848485,0,55.313375
"740","Sodium","2016",18.534693877551,11.2,0,43.6
"741","Sulfides","2008",0.1,0.1,0,0
"742","Sulfides","2009",0.0181125,0.019046511627907,0,0
"743","Sulfides","2012",0.0174347826086957,0.0178333333333333,0,0
"744","Sulphates","1998",49.1021568627451,62.4511111111111,0,0
"745","Sulphates","1999",54.9964566929134,56.799387755102,0,0
"746","Sulphates","2000",57.3343511450382,60.6979166666667,0,0
"747","Sulphates","2001",59.6435087719298,56.3327906976744,0,0
"748","Sulphates","2002",46.2791666666667,39.4208333333333,0,0
"749","Sulphates","2003",40.6014207650273,33.8895833333333,0,0
"750","Sulphates","2004",39.3305298013245,29.05025,0,0
"751","Sulphates","2005",40.3160131437908,42.3933333333333,0,0
"752","Sulphates","2006",39.8521212121212,33.29,0,0
"753","Sulphates","2007",44.0996732026144,41.8489583333333,0,0
"754","Sulphates","2008",41.0650993377483,39.6463829787234,0,0
"755","Sulphates","2009",36.2917261904762,30.7787272727273,133.4,36.2666666666667
"756","Sulphates","2010",34.4456204379562,33.6520833333333,0,44.865
"757","Sulphates","2011",40.6104,32.707619047619,0,58.6666666666667
"758","Sulphates","2012",40.9063934426229,29.338125,0,49.6635833333333
"759","Sulphates","2013",40.4613861386139,40.1562068965517,101.361333333333,50.909
"760","Sulphates","2014",38.9952685185185,42.8048148148148,101.890727272727,44.9
"761","Sulphates","2015",37.2502727272727,42.8020833333333,100.4665,49.6
"762","Sulphates","2016",37.2012626262626,38.6626923076923,104.8905,35.2625
"763","Tetrachloromethane","2008",0.25,0.25,0,0
"764","Tetrachloromethane","2009",0.328146788990826,0.25,0,0
"765","Tetrachloromethane","2010",0.0250258620689655,0.025,0,0
"766","Total coliforms","1998",0.121514705882353,0.129444444444444,0,0
"767","Total coliforms","1999",3.32816233766234,2.854725,0,0
"768","Total coliforms","2000",8.44616666666667,22.7679090909091,0,0
"769","Total coliforms","2001",2.6400989010989,1.71351351351351,0,0
"770","Total coliforms","2002",2.32955555555556,0.14,0,0
"771","Total coliforms","2003",55.4399099099099,14.3665,0,0
"772","Total coliforms","2004",7.27942307692308,0.553333333333333,0,0
"773","Total coliforms","2005",7.40698666666667,7.311875,0,0
"774","Total coliforms","2006",3.84655384615385,0,0,0
"775","Total coliforms","2007",3.97166393442623,3.90120454545455,0,0
"776","Total coliforms","2008",16.6555726495727,25.0020869565217,0,0
"777","Total coliforms","2009",115.206466942149,341.510833333333,0,886.066666666667
"778","Total coliforms","2010",399.943695652174,0.223333333333333,0,0
"779","Total coliforms","2011",211.186046511628,0,0,94.0541666666667
"780","Total coliforms","2012",115.2532,0,0,0
"781","Total coliforms","2013",118.053088888889,0,0,0
"782","Total dissolved phosphorus","2015",0.0703145539906103,0.0605,0,0
"783","Total dissolved phosphorus","2016",0.0742505376344086,0.0729833333333333,0,0
"784","Total dissolved salts","2005",282.087179487179,425.083333333333,0,0
"785","Total dissolved salts","2006",290.865671641791,321.145833333333,0,0
"786","Total dissolved salts","2007",280.893258426966,312.625,0,0
"787","Total dissolved salts","2008",284.043243243243,312.4375,0,0
"788","Total dissolved salts","2009",261.738461538462,285.396825396825,807.641666666667,358.8
"789","Total dissolved salts","2010",270.2,291.479166666667,724.233333333333,451.5
"790","Total dissolved salts","2011",275.172413793103,306.274509803922,597.5,409.75
"791","Total dissolved salts","2012",294.75,336.166666666667,658.708333333333,370
"792","Total dissolved salts","2013",320.804195804196,416.12,787.5,496.857142857143
"793","Total dissolved salts","2014",275.868322981366,364.973214285714,884.363636363636,431
"794","Total dissolved salts","2015",287.081060606061,326.736734693878,741.916666666667,399.166666666667
"795","Total dissolved salts","2016",290.128787878788,298.59,706.3475,335.25
"796","Total extractable matter","1999",5.75,6,0,0
"797","Total extractable matter","2000",0.102954545454545,0.1025,0,0
"798","Total extractable matter","2001",0.13030303030303,0.1425,0,0
"799","Total extractable matter","2003",1.96488888888889,0.469,0,0
"800","Total extractable matter","2004",0,0,0,0
"801","Total extractable matter","2008",2.65,1.8,0,0
"802","Total extractable matter","2010",1.31428571428571,1.5,0,0
"803","Total extractable matter","2014",25,25,0,0
"804","Total hardness","2005",128.079079809816,122.355319234043,0,0
"805","Total hardness","2006",120.864666666667,134.893333333333,0,0
"806","Total hardness","2007",124.662702702703,130.051111111111,0,0
"807","Total hardness","2008",118.034322580645,124.925,0,0
"808","Total hardness","2009",113.836068376068,120.093548387097,0,0
"809","Total hardness","2010",105.725454545455,0,0,0
"810","Total hardness","2011",3.89714285714286,0,0,0
"811","Total hardness","2012",4.61787234042553,11.4266666666667,0,0
"812","Total hardness","2014",185.531193548387,184.81,223.854636363636,229.016
"813","Total hardness","2015",189.179879310345,178.475854545455,284.597833333333,201.69625
"814","Total hardness","2016",191.82258778626,184.357147540984,288.176333333333,162.08
"815","Total nitrogen","2005",2.11077966101695,2.06704166666667,0,0
"816","Total nitrogen","2006",2.5774,2.55,0,0
"817","Total nitrogen","2007",2.6734649122807,2.45058333333333,0,0
"818","Total nitrogen","2008",1.98658504672897,1.95875,0,0
"819","Total nitrogen","2009",1.9358152866242,2.07365079365079,0,2.791875
"820","Total nitrogen","2010",2.14063492063492,2.2641095890411,0,4.18175
"821","Total nitrogen","2011",2.18150537634409,1.90325842696629,0,0
"822","Total nitrogen","2012",2.43673469387755,1.896,0,2.9406
"823","Total nitrogen","2013",2.08949717514124,2.00452702702703,5.41284615384615,2.66559090909091
"824","Total nitrogen","2014",2.03577967914438,1.97210169491525,12.1111428571429,4
