"","location","sample.date","AGOC-3A","Arsenic","Chlorodinine","Methylosmoline","Date","Year"
"410","Kannika","16-Sep-16",0,3,0,0,2016-09-16,2016
"411","Kannika","17-Apr-09",0,3,0,0,2009-04-17,2009
"412","Kannika","17-Apr-15",3,0,3,3,2015-04-17,2015
"413","Kannika","17-Dec-98",0,3,0,0,1998-12-17,1998
"414","Kannika","18-Apr-98",0,3,0,0,1998-04-18,1998
"415","Kannika","18-Jul-10",0,3,0,0,2010-07-18,2010
"416","Kannika","18-Jul-16",3,0,3,3,2016-07-18,2016
"417","Kannika","18-Jun-11",0,3,0,0,2011-06-18,2011
"418","Kannika","19-Jun-10",0,3,0,0,2010-06-19,2010
"419","Kannika","19-Jun-16",3,0,3,3,2016-06-19,2016
"420","Kannika","2-Apr-15",0,3,0,0,2015-04-02,2015
"421","Kannika","2-Dec-16",0,3,0,0,2016-12-02,2016
"422","Kannika","2-Oct-16",0,3,0,0,2016-10-02,2016
"423","Kannika","2-Sep-10",0,3,0,0,2010-09-02,2010
"424","Kannika","20-Nov-98",0,3,0,0,1998-11-20,1998
"425","Kannika","20-Sep-98",0,3,0,0,1998-09-20,1998
"426","Kannika","21-Mar-98",0,3,0,0,1998-03-21,1998
"427","Kannika","23-Oct-98",0,3,0,0,1998-10-23,1998
"428","Kannika","24-Feb-98",0,3,0,0,1998-02-24,1998
"429","Kannika","25-Aug-98",0,3,0,0,1998-08-25,1998
"430","Kannika","26-Jan-98",0,3,0,0,1998-01-26,1998
"431","Kannika","26-Jul-98",0,3,0,0,1998-07-26,1998
"432","Kannika","26-May-98",0,3,0,0,1998-05-26,1998
"433","Kannika","29-Jun-98",0,3,0,0,1998-06-29,1998
"434","Kannika","3-Jun-16",0,3,0,0,2016-06-03,2016
"435","Kannika","5-Dec-09",0,3,0,0,2009-12-05,2009
"436","Kannika","6-Apr-11",0,3,0,0,2011-04-06,2011
"437","Kannika","6-Aug-11",0,3,0,0,2011-08-06,2011
"438","Kannika","6-Nov-14",0,3,0,0,2014-11-06,2014
"439","Kannika","6-Sep-14",0,3,0,0,2014-09-06,2014
"440","Kannika","7-Aug-16",0,3,0,0,2016-08-07,2016
"441","Kannika","7-Feb-10",0,3,0,0,2010-02-07,2010
"442","Kannika","7-Nov-08",0,3,0,0,2008-11-07,2008
"443","Kannika","7-Sep-08",0,3,0,0,2008-09-07,2008
"444","Kannika","8-Apr-10",0,3,0,0,2010-04-08,2010
"445","Kannika","8-Aug-09",0,3,0,0,2009-08-08,2009
"446","Kannika","8-Jan-15",0,3,0,0,2015-01-08,2015
"447","Kannika","8-Jun-12",0,3,0,0,2012-06-08,2012
"448","Kannika","8-May-09",0,3,0,0,2009-05-08,2009
"449","Kannika","9-Dec-11",0,3,0,0,2011-12-09,2011
"450","Kannika","9-Jan-16",0,3,0,0,2016-01-09,2016
"451","Kannika","9-Nov-10",0,3,0,0,2010-11-09,2010
"452","Kannika","9-Oct-14",0,3,0,0,2014-10-09,2014
"453","Kannika","9-Sep-09",0,3,0,0,2009-09-09,2009
"454","Kannika","9-Sep-11",0,3,0,0,2011-09-09,2011
"455","Kohsoom","1-Oct-98",0,1,0,0,1998-10-01,1998
"456","Kohsoom","12-Dec-13",0,1,0,0,2013-12-12,2013
"457","Kohsoom","13-Dec-98",0,1,0,0,1998-12-13,1998
"458","Kohsoom","13-Jul-11",0,1,0,0,2011-07-13,2011
"459","Kohsoom","14-Nov-98",0,1,0,0,1998-11-14,1998
"460","Kohsoom","15-Dec-10",0,1,0,0,2010-12-15,2010
"461","Kohsoom","15-Dec-12",0,1,0,0,2012-12-15,2012
"462","Kohsoom","15-Dec-16",1,0,1,1,2016-12-15,2016
"463","Kohsoom","15-Mar-13",0,1,0,0,2013-03-15,2013
"464","Kohsoom","16-Apr-98",0,1,0,0,1998-04-16,1998
"465","Kohsoom","17-Dec-14",0,1,0,0,2014-12-17,2014
"466","Kohsoom","18-Feb-10",0,1,0,0,2010-02-18,2010
"467","Kohsoom","18-Feb-16",1,0,1,1,2016-02-18,2016
"468","Kohsoom","18-May-11",0,1,0,0,2011-05-18,2011
"469","Kohsoom","19-Apr-13",0,1,0,0,2013-04-19,2013
"470","Kohsoom","19-Dec-14",1,0,1,1,2014-12-19,2014
"471","Kohsoom","20-Aug-15",1,0,1,1,2015-08-20,2015
"472","Kohsoom","20-Oct-10",0,1,0,0,2010-10-20,2010
"473","Kohsoom","20-Oct-16",1,0,1,1,2016-10-20,2016
"474","Kohsoom","21-Apr-10",0,1,0,0,2010-04-21,2010
"475","Kohsoom","21-Apr-16",1,0,1,1,2016-04-21,2016
"476","Kohsoom","21-Jun-12",0,1,0,0,2012-06-21,2012
"477","Kohsoom","21-Nov-13",0,1,0,0,2013-11-21,2013
"478","Kohsoom","21-Sep-15",1,0,1,1,2015-09-21,2015
"479","Kohsoom","22-Aug-13",0,1,0,0,2013-08-22,2013
"480","Kohsoom","22-Aug-98",0,1,0,0,1998-08-22,1998
"481","Kohsoom","22-Feb-13",0,1,0,0,2013-02-22,2013
"482","Kohsoom","23-Apr-14",0,1,0,0,2014-04-23,2014
"483","Kohsoom","23-Aug-12",0,1,0,0,2012-08-23,2012
"484","Kohsoom","23-Feb-12",0,1,0,0,2012-02-23,2012
"485","Kohsoom","23-Feb-14",1,0,1,1,2014-02-23,2014
"486","Kohsoom","23-Jan-14",0,1,0,0,2014-01-23,2014
"487","Kohsoom","23-Jul-14",0,1,0,0,2014-07-23,2014
"488","Kohsoom","23-Jun-10",0,1,0,0,2010-06-23,2010
"489","Kohsoom","23-Jun-16",1,0,1,1,2016-06-23,2016
"490","Kohsoom","23-Mar-14",1,0,1,1,2014-03-23,2014
"491","Kohsoom","23-May-13",0,1,0,0,2013-05-23,2013
"492","Kohsoom","24-Apr-15",1,0,1,1,2015-04-24,2015
"493","Kohsoom","24-Mar-10",0,1,0,0,2010-03-24,2010
"494","Kohsoom","24-Mar-16",1,0,1,1,2016-03-24,2016
"495","Kohsoom","24-Nov-10",0,1,0,0,2010-11-24,2010
"496","Kohsoom","24-Nov-12",0,1,0,0,2012-11-24,2012
"497","Kohsoom","24-Nov-16",1,0,1,1,2016-11-24,2016
"498","Kohsoom","24-Oct-13",0,1,0,0,2013-10-24,2013
"499","Kohsoom","24-Sep-14",0,1,0,0,2014-09-24,2014
"500","Kohsoom","25-Feb-11",0,1,0,0,2011-02-25,2011
"501","Kohsoom","25-Jan-12",0,1,0,0,2012-01-25,2012
"502","Kohsoom","25-Jan-13",0,1,0,0,2013-01-25,2013
"503","Kohsoom","25-Jul-13",0,1,0,0,2013-07-25,2013
"504","Kohsoom","25-Jun-14",0,1,0,0,2014-06-25,2014
"505","Kohsoom","25-Jun-15",1,0,1,1,2015-06-25,2015
"506","Kohsoom","25-May-12",0,1,0,0,2012-05-25,2012
"507","Kohsoom","25-Oct-12",0,1,0,0,2012-10-25,2012
"508","Kohsoom","26-Aug-10",0,1,0,0,2010-08-26,2010
"509","Kohsoom","26-Aug-16",1,0,1,1,2016-08-26,2016
"510","Kohsoom","26-Feb-15",1,0,1,1,2015-02-26,2015
"511","Kohsoom","26-Jan-11",0,1,0,0,2011-01-26,2011
"512","Kohsoom","26-Jan-14",1,0,1,1,2014-01-26,2014
"513","Kohsoom","26-Jul-12",0,1,0,0,2012-07-26,2012
"514","Kohsoom","26-Mar-14",0,1,0,0,2014-03-26,2014
"515","Kohsoom","26-May-10",0,1,0,0,2010-05-26,2010
"516","Kohsoom","26-May-14",1,0,1,1,2014-05-26,2014
"517","Kohsoom","26-Nov-14",0,1,0,0,2014-11-26,2014
"518","Kohsoom","26-Nov-15",1,0,1,1,2015-11-26,2015
"519","Kohsoom","26-Oct-11",0,1,0,0,2011-10-26,2011
"520","Kohsoom","26-Oct-14",1,0,1,1,2014-10-26,2014
"521","Kohsoom","26-Sep-13",0,1,0,0,2013-09-26,2013
"522","Kohsoom","27-Apr-11",0,1,0,0,2011-04-27,2011
"523","Kohsoom","27-Apr-12",0,1,0,0,2012-04-27,2012
"524","Kohsoom","27-Aug-14",0,1,0,0,2014-08-27,2014
"525","Kohsoom","27-Jul-08",0,1,0,0,2008-07-27,2008
"526","Kohsoom","27-Jul-14",1,0,1,1,2014-07-27,2014
"527","Kohsoom","27-Jun-13",0,1,0,0,2013-06-27,2013
"528","Kohsoom","27-Jun-98",0,1,0,0,1998-06-27,1998
"529","Kohsoom","27-Nov-14",1,0,1,1,2014-11-27,2014
"530","Kohsoom","28-Feb-14",0,1,0,0,2014-02-28,2014
"531","Kohsoom","28-Jan-10",0,1,0,0,2010-01-28,2010
"532","Kohsoom","28-Jan-16",1,0,1,1,2016-01-28,2016
"533","Kohsoom","28-Jul-10",0,1,0,0,2010-07-28,2010
"534","Kohsoom","28-Jul-16",1,0,1,1,2016-07-28,2016
"535","Kohsoom","28-Mar-04",0,1,0,0,2004-03-28,2004
"536","Kohsoom","28-May-14",0,1,0,0,2014-05-28,2014
"537","Kohsoom","28-May-15",1,0,1,1,2015-05-28,2015
"538","Kohsoom","28-Sep-11",0,1,0,0,2011-09-28,2011
"539","Kohsoom","28-Sep-14",1,0,1,1,2014-09-28,2014
"540","Kohsoom","29-Jan-15",1,0,1,1,2015-01-29,2015
"541","Kohsoom","29-Mar-12",0,1,0,0,2012-03-29,2012
"542","Kohsoom","29-Mar-15",1,0,1,1,2015-03-29,2015
"543","Kohsoom","29-Oct-14",0,1,0,0,2014-10-29,2014
"544","Kohsoom","29-Oct-15",1,0,1,1,2015-10-29,2015
"545","Kohsoom","29-Sep-10",0,1,0,0,2010-09-29,2010
"546","Kohsoom","29-Sep-16",1,0,1,1,2016-09-29,2016
"547","Kohsoom","30-Jul-15",1,0,1,1,2015-07-30,2015
"548","Kohsoom","30-Jun-11",0,1,0,0,2011-06-30,2011
"549","Kohsoom","30-Mar-11",0,1,0,0,2011-03-30,2011
"550","Kohsoom","31-Aug-11",0,1,0,0,2011-08-31,2011
"551","Kohsoom","31-Aug-14",1,0,1,1,2014-08-31,2014
"552","Sakda","02-Sep-16",3,0,3,3,2016-09-02,2016
"553","Sakda","06-Sep-14",3,0,3,3,2014-09-06,2014
"554","Sakda","07-Feb-16",3,0,3,3,2016-02-07,2016
"555","Sakda","07-Nov-14",3,0,3,3,2014-11-07,2014
"556","Sakda","07-Sep-15",3,0,3,3,2015-09-07,2015
"557","Sakda","08-Apr-16",3,0,3,3,2016-04-08,2016
"558","Sakda","08-Aug-14",3,0,3,3,2014-08-08,2014
"559","Sakda","08-Aug-15",3,0,3,3,2015-08-08,2015
"560","Sakda","08-May-15",3,0,3,3,2015-05-08,2015
"561","Sakda","09-Jan-15",3,0,3,3,2015-01-09,2015
"562","Sakda","09-May-14",3,0,3,3,2014-05-09,2014
"563","Sakda","1-Apr-16",0,3,0,0,2016-04-01,2016
"564","Sakda","1-Oct-16",0,3,0,0,2016-10-01,2016
"565","Sakda","10-Dec-98",0,3,0,0,1998-12-10,1998
"566","Sakda","10-Feb-11",0,3,0,0,2011-02-10,2011
"567","Sakda","10-Jan-10",0,3,0,0,2010-01-10,2010
"568","Sakda","10-Jan-16",3,0,3,3,2016-01-10,2016
"569","Sakda","10-Mar-11",0,3,0,0,2011-03-10,2011
"570","Sakda","10-Nov-10",0,3,0,0,2010-11-10,2010
"571","Sakda","10-Nov-16",3,0,3,3,2016-11-10,2016
"572","Sakda","11-Apr-08",0,3,0,0,2008-04-11,2008
"573","Sakda","11-Apr-14",3,0,3,3,2014-04-11,2014
"574","Sakda","11-Dec-10",0,3,0,0,2010-12-11,2010
"575","Sakda","11-Dec-14",0,3,0,0,2014-12-11,2014
"576","Sakda","11-Feb-12",0,3,0,0,2012-02-11,2012
"577","Sakda","11-Feb-16",0,3,0,0,2016-02-11,2016
"578","Sakda","11-Jul-14",3,0,3,3,2014-07-11,2014
"579","Sakda","11-Jul-15",3,0,3,3,2015-07-11,2015
"580","Sakda","11-Jun-16",0,3,0,0,2016-06-11,2016
"581","Sakda","11-Mar-16",0,3,0,0,2016-03-11,2016
"582","Sakda","11-Nov-11",0,3,0,0,2011-11-11,2011
"583","Sakda","12-Dec-08",0,3,0,0,2008-12-12,2008
"584","Sakda","12-Dec-14",3,0,3,3,2014-12-12,2014
"585","Sakda","12-Feb-15",0,3,0,0,2015-02-12,2015
"586","Sakda","12-Jan-08",0,3,0,0,2008-01-12,2008
"587","Sakda","12-Jan-14",3,0,3,3,2014-01-12,2014
"588","Sakda","12-Jun-09",0,3,0,0,2009-06-12,2009
"589","Sakda","12-Jun-15",3,0,3,3,2015-06-12,2015
"590","Sakda","12-Mar-10",0,3,0,0,2010-03-12,2010
"591","Sakda","12-Mar-15",0,3,0,0,2015-03-12,2015
"592","Sakda","12-Mar-16",3,0,3,3,2016-03-12,2016
"593","Sakda","12-May-11",0,3,0,0,2011-05-12,2011
"594","Sakda","12-Oct-08",0,3,0,0,2008-10-12,2008
"595","Sakda","12-Oct-14",3,0,3,3,2014-10-12,2014
"596","Sakda","12-Sep-14",0,3,0,0,2014-09-12,2014
"597","Sakda","13-Feb-15",3,0,3,3,2015-02-13,2015
"598","Sakda","13-Jan-11",0,3,0,0,2011-01-13,2011
"599","Sakda","13-Jun-08",0,1,0,0,2008-06-13,2008
"600","Sakda","13-Jun-14",3,0,3,3,2014-06-13,2014
"601","Sakda","13-Mar-15",3,0,3,3,2015-03-13,2015
"602","Sakda","13-May-16",0,3,0,0,2016-05-13,2016
"603","Sakda","13-Nov-09",0,3,0,0,2009-11-13,2009
"604","Sakda","14-Aug-10",0,3,0,0,2010-08-14,2010
"605","Sakda","14-Aug-16",3,0,3,3,2016-08-14,2016
"606","Sakda","14-Jan-12",0,3,0,0,2012-01-14,2012
"607","Sakda","14-Mar-14",3,0,3,3,2014-03-14,2014
"608","Sakda","14-May-10",0,3,0,0,2010-05-14,2010
"609","Sakda","14-May-16",3,0,3,3,2016-05-14,2016
"610","Sakda","15-Oct-10",0,3,0,0,2010-10-15,2010
"611","Sakda","15-Oct-14",0,3,0,0,2014-10-15,2014
"612","Sakda","15-Oct-16",3,0,3,3,2016-10-15,2016
"613","Sakda","17-Apr-09",0,3,0,0,2009-04-17,2009
"614","Sakda","17-Apr-15",3,0,3,3,2015-04-17,2015
"615","Sakda","18-Apr-98",0,1,0,0,1998-04-18,1998
"616","Sakda","18-Jul-10",0,3,0,0,2010-07-18,2010
"617","Sakda","18-Jul-16",3,0,3,3,2016-07-18,2016
"618","Sakda","18-Jun-11",0,3,0,0,2011-06-18,2011
"619","Sakda","19-Aug-16",0,3,0,0,2016-08-19,2016
"620","Sakda","19-Jun-10",0,3,0,0,2010-06-19,2010
"621","Sakda","19-Jun-16",3,0,3,3,2016-06-19,2016
"622","Sakda","19-Mar-04",0,1,0,0,2004-03-19,2004
"623","Sakda","2-Apr-15",0,3,0,0,2015-04-02,2015
"624","Sakda","2-Dec-16",0,3,0,0,2016-12-02,2016
"625","Sakda","2-Sep-10",0,3,0,0,2010-09-02,2010
"626","Sakda","20-Nov-98",0,3,0,0,1998-11-20,1998
"627","Sakda","22-Aug-14",0,3,0,0,2014-08-22,2014
"628","Sakda","23-Feb-08",0,3,0,0,2008-02-23,2008
"629","Sakda","24-Oct-98",0,3,0,0,1998-10-24,1998
"630","Sakda","26-Aug-98",0,1,0,0,1998-08-26,1998
"631","Sakda","3-Sep-16",0,3,0,0,2016-09-03,2016
"632","Sakda","30-Jun-98",0,1,0,0,1998-06-30,1998
"633","Sakda","4-Nov-16",0,3,0,0,2016-11-04,2016
"634","Sakda","5-Dec-09",0,3,0,0,2009-12-05,2009
"635","Sakda","6-Aug-11",0,3,0,0,2011-08-06,2011
"636","Sakda","6-Nov-14",0,3,0,0,2014-11-06,2014
"637","Sakda","6-Sep-08",0,3,0,0,2008-09-06,2008
"638","Sakda","6-Sep-14",0,3,0,0,2014-09-06,2014
"639","Sakda","7-Apr-11",0,3,0,0,2011-04-07,2011
"640","Sakda","7-Feb-10",0,3,0,0,2010-02-07,2010
"641","Sakda","7-Nov-08",0,3,0,0,2008-11-07,2008
"642","Sakda","7-Sep-09",0,3,0,0,2009-09-07,2009
"643","Sakda","8-Apr-10",0,3,0,0,2010-04-08,2010
"644","Sakda","8-Aug-09",0,3,0,0,2009-08-08,2009
"645","Sakda","8-Jan-15",0,3,0,0,2015-01-08,2015
"646","Sakda","8-Jul-11",0,3,0,0,2011-07-08,2011
"647","Sakda","8-Jul-16",0,3,0,0,2016-07-08,2016
"648","Sakda","8-May-09",0,3,0,0,2009-05-08,2009
"649","Sakda","8-Oct-09",0,3,0,0,2009-10-08,2009
"650","Sakda","9-Dec-11",0,3,0,0,2011-12-09,2011
"651","Sakda","9-Jan-16",0,3,0,0,2016-01-09,2016
"652","Sakda","9-Sep-11",0,3,0,0,2011-09-09,2011
"653","Somchair","03-Feb-14",1,0,1,1,2014-02-03,2014
"654","Somchair","03-May-14",1,0,1,1,2014-05-03,2014
"655","Somchair","09-Dec-16",1,0,1,1,2016-12-09,2016
"656","Somchair","10-Oct-14",0,1,0,0,2014-10-10,2014
"657","Somchair","11-Aug-14",1,0,1,1,2014-08-11,2014
"658","Somchair","12-Jul-14",1,1,1,1,2014-07-12,2014
"659","Somchair","13-Apr-11",0,1,0,0,2011-04-13,2011
"660","Somchair","13-Jun-10",0,1,0,0,2010-06-13,2010
"661","Somchair","13-Jun-16",1,0,1,1,2016-06-13,2016
"662","Somchair","14-Feb-10",0,1,0,0,2010-02-14,2010
"663","Somchair","14-Feb-15",1,0,1,1,2015-02-14,2015
"664","Somchair","14-Feb-16",1,0,1,1,2016-02-14,2016
"665","Somchair","14-Nov-09",0,1,0,0,2009-11-14,2009
"666","Somchair","15-Dec-08",0,1,0,0,2008-12-15,2008
"667","Somchair","15-Dec-14",1,0,1,1,2014-12-15,2014
"668","Somchair","16-Nov-11",0,1,0,0,2011-11-16,2011
"669","Somchair","17-Apr-98",0,1,0,0,1998-04-17,1998
"670","Somchair","17-Nov-08",0,1,0,0,2008-11-17,2008
"671","Somchair","17-Nov-14",1,0,1,1,2014-11-17,2014
"672","Somchair","18-Apr-10",0,1,0,0,2010-04-18,2010
"673","Somchair","18-Apr-16",1,0,1,1,2016-04-18,2016
"674","Somchair","18-Feb-12",0,1,0,0,2012-02-18,2012
"675","Somchair","19-Dec-09",0,1,0,0,2009-12-19,2009
"676","Somchair","19-Dec-98",0,1,0,0,1998-12-19,1998
"677","Somchair","19-Oct-08",0,1,0,0,2008-10-19,2008
"678","Somchair","19-Oct-14",1,0,1,1,2014-10-19,2014
"679","Somchair","2-Nov-14",0,1,0,0,2014-11-02,2014
"680","Somchair","20-Mar-10",0,1,0,0,2010-03-20,2010
"681","Somchair","20-Mar-16",1,0,1,1,2016-03-20,2016
"682","Somchair","21-Sep-08",0,1,0,0,2008-09-21,2008
"683","Somchair","21-Sep-14",1,0,1,1,2014-09-21,2014
"684","Somchair","22-Jul-10",0,1,0,0,2010-07-22,2010
"685","Somchair","22-Jul-16",1,0,1,1,2016-07-22,2016
"686","Somchair","22-May-10",0,1,0,0,2010-05-22,2010
"687","Somchair","22-May-16",1,0,1,1,2016-05-22,2016
"688","Somchair","23-Sep-11",0,1,0,0,2011-09-23,2011
"689","Somchair","24-Aug-98",0,1,0,0,1998-08-24,1998
"690","Somchair","24-Jan-10",0,1,0,0,2010-01-24,2010
"691","Somchair","24-Jan-15",1,0,1,1,2015-01-24,2015
"692","Somchair","24-Jan-16",1,0,1,1,2016-01-24,2016
"693","Somchair","24-Sep-09",0,1,0,0,2009-09-24,2009
"694","Somchair","24-Sep-15",1,0,1,1,2015-09-24,2015
"695","Somchair","25-Apr-09",0,1,0,0,2009-04-25,2009
"696","Somchair","25-Apr-15",1,0,1,1,2015-04-25,2015
"697","Somchair","25-May-09",0,1,0,0,2009-05-25,2009
"698","Somchair","25-May-15",1,0,1,1,2015-05-25,2015
"699","Somchair","26-Feb-11",0,1,0,0,2011-02-26,2011
"700","Somchair","26-Jul-09",0,1,0,0,2009-07-26,2009
"701","Somchair","26-Jun-08",0,1,0,0,2008-06-26,2008
"702","Somchair","26-Jun-14",1,0,1,1,2014-06-26,2014
"703","Somchair","26-Mar-11",0,1,0,0,2011-03-26,2011
"704","Somchair","27-Mar-15",1,0,1,1,2015-03-27,2015
"705","Somchair","27-May-11",0,1,0,0,2011-05-27,2011
"706","Somchair","27-Nov-10",0,1,0,0,2010-11-27,2010
"707","Somchair","27-Nov-16",1,0,1,1,2016-11-27,2016
"708","Somchair","28-Aug-09",0,1,0,0,2009-08-28,2009
"709","Somchair","28-Aug-10",0,1,0,0,2010-08-28,2010
"710","Somchair","28-Aug-11",0,1,0,0,2011-08-28,2011
"711","Somchair","28-Aug-15",1,0,1,1,2015-08-28,2015
"712","Somchair","28-Aug-16",1,0,1,1,2016-08-28,2016
"713","Somchair","28-Jun-09",0,1,0,0,2009-06-28,2009
"714","Somchair","28-Jun-15",1,0,1,1,2015-06-28,2015
"715","Somchair","28-Nov-98",0,1,0,0,1998-11-28,1998
"716","Somchair","29-Jun-11",0,1,0,0,2011-06-29,2011
"717","Somchair","29-Jun-98",0,1,0,0,1998-06-29,1998
"718","Somchair","29-Oct-10",0,1,0,0,2010-10-29,2010
"719","Somchair","29-Oct-16",1,0,1,1,2016-10-29,2016
"720","Somchair","3-Aug-11",0,1,0,0,2011-08-03,2011
"721","Somchair","3-Feb-08",0,1,0,0,2008-02-03,2008
"722","Somchair","3-May-08",0,1,0,0,2008-05-03,2008
"723","Somchair","3-Nov-11",0,1,0,0,2011-11-03,2011
"724","Somchair","3-Sep-14",0,1,0,0,2014-09-03,2014
"725","Somchair","30-Jan-11",0,1,0,0,2011-01-30,2011
"726","Somchair","30-May-14",1,0,1,1,2014-05-30,2014
"727","Somchair","30-Oct-09",0,1,0,0,2009-10-30,2009
"728","Somchair","30-Oct-15",1,0,1,1,2015-10-30,2015
"729","Somchair","30-Oct-98",0,1,0,0,1998-10-30,1998
"730","Somchair","30-Sep-10",0,1,0,0,2010-09-30,2010
"731","Somchair","30-Sep-16",1,0,1,1,2016-09-30,2016
"732","Somchair","4-Feb-12",0,1,0,0,2012-02-04,2012
"733","Somchair","5-Dec-08",0,1,0,0,2008-12-05,2008
"734","Somchair","6-Dec-14",0,1,0,0,2014-12-06,2014
"735","Somchair","8-Dec-11",0,1,0,0,2011-12-08,2011
"736","Somchair","9-Dec-10",0,1,0,0,2010-12-09,2010
"737","Tansanee","10-Jul-15",0,1,0,0,2015-07-10,2015
"738","Tansanee","13-Aug-15",0,1,0,0,2015-08-13,2015
"739","Tansanee","13-Jun-15",0,1,0,0,2015-06-13,2015
"740","Tansanee","14-May-15",0,1,0,0,2015-05-14,2015
"741","Tansanee","14-Nov-15",0,1,0,0,2015-11-14,2015
"742","Tansanee","22-Jan-15",0,1,0,0,2015-01-22,2015
"743","Tansanee","3-Apr-15",0,1,0,0,2015-04-03,2015
"744","Tansanee","4-Dec-15",0,1,0,0,2015-12-04,2015
"745","Tansanee","5-Feb-15",0,1,0,0,2015-02-05,2015
"746","Tansanee","5-Sep-15",0,1,0,0,2015-09-05,2015
"747","Tansanee","9-Apr-11",0,1,0,0,2011-04-09,2011
