"","ID","1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene","Acenaphthene","Acenaphthylene","AGOC-3A","Alachlor","Aldrin","alpha-Hexachlorocyclohexane","Aluminium","Ammonium","Anionic active surfactants","Anthracene","AOX","Arsenic","Atrazine","Barium","Benzo(a)anthracene","Benzo(a)pyrene","Benzo(b)fluoranthene","Benzo(g,h,i)perylene","Benzo(k)fluoranthene","Berilium","beta-Hexaxchlorocyclohexane","Bicarbonates","Biochemical Oxygen","Boron","Cadmium","Calcium","Carbonates","Cesium","Chemical Oxygen Demand (Cr)","Chemical Oxygen Demand (Mn)","Chlorides","Chlorodinine","Chromium","Chrysene","Copper","Cyanides","Dieldrin","Dissolved organic carbon","Dissolved oxygen","Dissolved silicates","Endosulfan (alpha)","Endosulfan (beta)","Endrin","Fecal coliforms","Fecal streptococci ","Fluoranthene","Fluorene","gamma-Hexachlorocyclohexane","Heptachlor","Heptachloroepoxide","Hexachlorobenzene","Indeno(1,2,3-c,d)pyrene","Inorganic nitrogen","Iron","Isodrin","Lead","Macrozoobenthos","Magnesium","Manganese","Mercury","Methoxychlor","Methylosmoline","Metolachlor","Naphthalene","Nickel","Nitrates","Nitrites","Organic nitrogen","Orthophosphate-phosphorus","Oxygen saturation","p,p-DDD","p,p-DDE","p,p-DDT","PAHs","PCB 101","PCB 118","PCB 138","PCB 153","PCB 180","PCB 28","PCB 52","Pentachlorobenzene","Petroleum hydrocarbons","Phenanthrene","Potassium","Pyrene","Selenium","Silica (SiO2)","Simazine","Sodium","Sulfides","Sulphates","Tetrachloromethane","Total coliforms","Total dissolved phosphorus","Total dissolved salts","Total extractable matter","Total hardness","Total nitrogen","Total organic carbon","Total phosphorus","Trifluralin","Water temperature","Zinc"
"739","Busarakhan 25-Jun-06",0,0,0,0,0,0.079,0.018,0.005,0,0.772,0.09,0,0,0,0.121,0,0,0,0,0,0,0,0.005,243.4,2.4,0,0.194,71.7,0,0,26.6,5,63.9,0,1.123,0,3.113,0,0.005,0,2,0,0.076,0.145,0.005,0,0,0,0,0.005,0.005,0.005,0,0,0,0.688,0,18.84,2.15,12.8,0.114,0.122,0,0,0.033,0,2.716,0.65,0.039,0,0.008,22.4,0.012,0.006,0.02,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,3.46,0.069,0,0,61.4,0,0,0,465,0,129,0,0,0.048,0,23,89
"740","Busarakhan 25-Mar-12",0,0,0,0,0,0,0,0,0,0.0948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6792,0,0,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0.038,0,11,0
"741","Busarakhan 25-May-09",0,0,0,0,0,0,0,0,110,0.08,0.1197,0,0,1.2,0.5,58,0,0,0,0,0,0,0,0,3.5,0,1.6,49.62,0,0,34.52,3.95,51.77,0,5.2,0,5.8,0.002,0,0,7.6,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.85,0,1.4,0,30.16,0,0.4,0,0,0,0,1.5,1.43,0.0591,0,0.0931,91.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0.0254,0,3.5,0,1.2,4.588,0,37,0.012,39.4,0.25,0.0045,0,366,0,0,1.87,4.75,0.0945,0,24,36
"742","Busarakhan 25-May-15",0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743","Busarakhan 25-Nov-16",0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041,0.022,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,1.54,0,0.087,0,4,0
"744","Busarakhan 25-Oct-13",0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,61.67,0,0,28.81,5.92,61.21,0,0,0,0,0,0,0,7.95,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,0,0,0,0,0,0,0.967,0.013,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,26.9,0,72.44,0,0,0,490,0,0,1.414,0,0.09,0,9,0
"745","Busarakhan 25-Sep-09",0,0,0,0,0,0.025,0.018,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0.073,2.3,0.0045,0,0,0.04,0,0,0.0055,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2.3,0,0,0,0,0,0,0,0.1,0,0
"746","Busarakhan 26-Apr-03",0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,238.5,1.7,0,0.12,76.3,0,0,19,8.2,56.8,0,3.06,0,13.48,0,0,0,9.2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.473,0,8.21,0,18.4,0.208,0,0,0,0,0,6.38,1.13,0.07,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.6,0,4.9,0,0,0,0,0,0,0.034,0,13,58
"747","Busarakhan 26-Apr-12",0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,53.95,0,0,23.4,3.52,34.5,0,0,0,0,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,0,0,0,0,0,0,1.3063,0.017,0,0,84.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,21.7,0,0,0,0,0,452,0,0,1.64,0,0,0,15,0
"748","Busarakhan 26-Aug-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0,0.05,0.45,0.0045,0,0,0.074,0.017,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0.108,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0
"749","Busarakhan 26-Feb-11",0,0,0,0,0,0,0,0,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,292.8,2.4,0,0,0,0,0,27.4,4.61,48.2,0,2.7,0,8.2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.63,0,70.72,0,0.058,0,0,0,0,1.5,2.23,0.055,0,0.037,96.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,3.13,0,0.052,0,3,4.4
"750","Busarakhan 26-Feb-16",0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452,0.026,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,2.41,0,0.164,0,2.1,0
"751","Busarakhan 26-Jan-02",0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,95,0,0,0,4.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,11.5,0.1,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,30,0,130,0,0,0,0,0,0,0,0,0.14,0,0,0
"752","Busarakhan 26-Jul-02",0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,158.6,4.3,0,0,62.8,0,0,50,13.8,47.7,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,26.2,0.31,0,0,0,0,0,0,1.49,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1,0,0,0,0,0,0,0,0,0.04,0,23,27
"753","Busarakhan 26-Jul-09",0,0,0,0,0,0,0,0,140,0.088,0.1306,0,0,1.9,0.5,0,0,0,0,0,0,0,0,0,2.3,0,1.2,45.8,0,0,29.5,3.83,36.9,0,40,0,21,0.002,0,0,8.2,0,0,0,0,0.02,0.002,0,0,0.01,0,0,0,0,0,0.98,0,4,0,25.47,0.04,0.19,0,0,0,0,9.3,2.04,0.022,0,0.024,100.24,0,0,0.03,0,0,0,0,0,0,0,0,0,0.019,0,2.1,0,0,0,0,22.4,0,36.1,0,0.23,0,271,0,122.9,2.58,0,0.1357,0,25,38
"754","Busarakhan 26-Jun-00",0,0,0,0,0,0,0,0,0,0.05,0.13,0,0,0,0.03,0,0,0,0,0,0,0,0,165,4.5,0,1.35,69.1,0,0,15.6,5.2,38.3,0,15,0,11,0,0,0,6.9,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.77,0,20,2.1,26.4,0.24,0,0,0,0,0,0,1.2,0.01,0,0.06,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,48.1,0,154.5,0,0,0,0,0.13,0,0,0,0.09,0,23,14
"755","Busarakhan 26-Jun-08",0,0,0,0,0,0,0,0,0,0.193,0.086,0,0,0.84,0.5,56,0,0,0,0,0,0,0,171.5,4.1,0,0.4,51.8,0,0,38.59,5.43,36,0,1.5,0,12,0.002,0,0,5.2,0,0,0,0,92,1.3,0,0,0.04,0,0,0,0,0,0.65,0,4.6,0,26.22,0.032,0.096,0,0,0,0,2,1.32,0.115,0,0.088,61.1,0,0,0.0055,0,0,0,0,0,0,0,0,0,0.012,0,1.2,0,0.15,5.84,0,17.2,0.1,30.4,0.25,160,0,254,0,131.9,1.94,12.16,0.439,0,23,40
"756","Busarakhan 26-Jun-14",0,0,0,0,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757","Busarakhan 26-Jun-16",0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0.014,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,1.59,0,0.07,0,23.4,0
"758","Busarakhan 26-Mar-11",0,0,0,0,0,0,0,0,0,0.593,0,0,0,1.5,0,0,0,0,0,0,0,0,0,274.5,3.41,0,0.14,0,0,0,31.97,6.04,75.8,0,5,0,9.1,0,0,0,12.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,66.15,0,0.15,0,0,0,0,2.5,1,0.025,0,0,103.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,1.8,0,0.049,0,8,19
"759","Busarakhan 26-May-07",0,0,0,0,0,0.033,0.005,0.005,0,0.434,0.025,0,0,0,0.06,0,0,0,0,0,0,0,0.005,251.3,3,0,0.337,96.2,0,0,0,10.2,96.4,0,1.844,0,5.27,0,0.005,0,7.9,0,0.005,0.005,0.005,16,0.92,0,0,0.005,0.005,0,0,0,0,0.297,0,2.612,0,19.46,0.187,0.025,0,0,0.026,0,3.755,1.12,0.024,0,0.019,98.5,0.005,0.005,0.01,0,0,0,0,0,0,0,0,0,0.941,0,0,0,0,6.82,0.06,0,0,113.6,0,16,0,578,0,179,1.89,0,0.782,0,26,62
"760","Busarakhan 26-May-12",0,0,0,0,0,0,0,0,0,0.1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,61.6,0,0,23.4,3.26,59.5,0,0,0,0,0,0,0,8.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.16,0,0,0,0,0,0,0,1.2136,0.0249,0,0.0147,99.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,0,0,0,385,0,0,1.6,0,0.033,0,23,0
"761","Busarakhan 26-May-16",0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.267,0.032,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1.69,0,0.059,0,22,0
"762","Busarakhan 26-Oct-02",0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4,3,0,0.79,55,0,0,36,14.4,28.4,0,2.64,0,2.84,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,10.03,0,30.8,0.1,0,0,0,0,0,0.98,2.17,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0.09,0,10,27
"763","Busarakhan 26-Oct-07",0,0,0,0,0,0.124,0.016,0.005,0,1.06,0.302,0,0,0,0.06,0,0,0,0,0,0,0,0.005,230.3,2.3,0,0.422,46.6,0,0,48,7.99,58.2,0,9.804,0,19.57,0,0.005,0,6,0,0.005,0.024,0.005,0.25,0,0,0,0.011,0.005,0.005,0,0,0,4.268,0,4.61,0,30.6,0.615,0,0,0,0.005,0,19.16,0.949,0.014,0,0.0146,57.1,0.025,0.005,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.06,0,0,31.19,0,16,0,341,0,136,2.42,0,0.309,0,13,59
"764","Busarakhan 26-Sep-13",0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,0.016,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,1.11,0,0.047,0,19,0
"765","Busarakhan 27-Apr-06",0,0,0,0,0,0.116,0.137,0,0,0.162,0.1356,0,0,0,0.06,0,0,0,0,0,0,0,0.034,201.3,3,0,0.351,60.7,0,0,0,3.2,81.1,0,3.464,0,13.97,0,0,0,7.9,0,0,0,0.079,0,0,0,0,0.032,0,0,0,0,0,0.083,0,11.35,2.37,22.1,0.053,0.033,0,0,0,0,9.491,2.81,0.031,0,0.061,69.2,0.028,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,4.41,0.047,0,0,35.8,0,0,0,464,0,135,0,0,0.192,0,9.5,41
"766","Busarakhan 27-Aug-14",0,0,0,0,0,0,0,0,0,0.06318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43736,0.017,0,0.05868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0.106,0,27,0
"767","Busarakhan 27-Dec-13",0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139,0.012,0,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0.035,0,3,0
"768","Busarakhan 27-Feb-15",0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,3.36,0,0.084,0,3.5,0
"769","Busarakhan 27-Jan-99",0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,208.01,5.1,0,2.29,70.03,0,0,44,13.75,88.75,0,22,0,23,0,0,0,11,0,0,0,0,0.09,0,0,0,0.08,0,0,0,0,0,0.31,0,14,1.98,40.12,0.05,0,0,0,0,0,0,1.4,0.03,0,0.1,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,60.6,0,125,0,0.24,0,0,5.8,0,0,0,0.1,0,1.8,108
"770","Busarakhan 27-Jul-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,57.81,0,0,32.76,5.27,35.85,0,0,0,0,0,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.34,0,0,0,0,0,0,0,0.6735,0.1152,0,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.11,0,0,0,273,0,0,1,0,0.095,0,26.5,0
"771","Busarakhan 27-Mar-09",0,0,0,0,0,0,0,0,0,0.38,0.1205,0,0,0,0.5,0,0,0,0,0,0,0,0,0,6,0,0,48.82,0,0,48.24,15.67,52.8,0,0,0,0,0.002,0,0,10,0,0,0,0,17,2.3,0,0,0.01,0,0,0,0,0,0,0,0,0,34.04,0,0,0,0,0,0,0,1.62,0.059,0,0.037,84.46,0,0,0.015,0,0,0,0,0,0,0,0,0,0.045,0,4,0,0,7.751,0,34.2,0.018,41.3,0.25,70,0,332,0,0,2.47,19.2,0.042,0,8,0
"772","Busarakhan 27-Mar-15",0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773","Busarakhan 27-May-00",0,0,0,0,0,0,0,0,0,1.11,0.11,0,0,0,0.05,0,0,0,0,0,0,0,0,201,4.4,0,2.58,80.5,0,0,27,6.9,78.1,0,10.41,0,23.5,0,0,0,7.5,0,0,0,0,0.02,0.002,0,0,0.01,0,0,0,0,0,0.8,0,33.76,2.29,28.3,0.05,0,0,0,0,0,0,1.85,0.02,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,38.4,0,63.2,0,0.02,0,0,0,0,0,0,0.04,0,11.2,30
"774","Busarakhan 27-May-11",0,0,0,0,0,0,0,0,0,0.322,0,0,0,1.6,0,0,0,0,0,0,0,0,0,231.8,3.89,0,0.1,0,0,0,28.94,4.7,34.19,0,3.9,0,11,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,1.5,0,61.06,0,0.07,0,0,0,0,2.8,1.62,0.044,0,0,90.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,2.37,0,0.055,0,23.6,8.3
"775","Busarakhan 27-May-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.021,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,1.52,0,0.077,0,22.2,0
"776","Busarakhan 27-May-99",0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0.16,72.1,0,0,34,8.4,70.8,0,2,0,15,0,0,0,6.5,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,1.58,0,9,2.11,38.9,0.05,0,0,0,0,0,0,1.82,0.04,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,45.8,0,117.7,0,0.13,0,0,0,0,0,0,0.16,0,16.9,100
"777","Busarakhan 27-Nov-10",0,0,0,0,0,0,0,0,0,0.508,0,0,0,0.75,0.5,0,0,0,0,0,0,0,0,0,1.8,0,0.15,66.82,0,0,37.6,4.08,62,0,2.4,0,2.6,0,0,0,11.4,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.45,0,1.5,0,9.56,0.036,0.06,0,0,0,0,1.5,1.36,0.035,0,0.04,91.49,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,5.55,0,0,0,49.4,0.025,0,0,421,0,0,2.28,0,0.044,0,6,3.3
"778","Busarakhan 27-Nov-16",0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","Busarakhan 27-Oct-12",0,0,0,0,0,0,0,0,0,0.1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,46.8,9.31,78.1,0,0,0,0,0,0,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3515,0.0234,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,38.5,0,0,0,0,0,502,0,0,1.87,0,0.059,0,9.5,0
"780","Busarakhan 27-Oct-16",0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,1.212,0,0.06,0,11.5,0
"781","Busarakhan 28-Aug-00",0,0,0,0,0,0,0,0,0,0.16,0.08,0,0,0,0,0,0,0,0,0,0,0,0,189,4.5,0,9,65,0,0,14.2,5.1,47.5,0,12,0,21,0,0,0,6.8,0,0,0,0,0.22,0.005,0,0,0,0,0,0,0,0,1.33,0,51,2.15,19.8,0.16,0,0,0,0,0,0,0.75,0.08,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,42.3,0,99.1,0,0.22,0,0,0.08,0,0,0,0.17,0,22,171
"782","Busarakhan 28-Aug-01",0,0,0,0,0,0,0,0,0,0.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,189,3.5,0,1.98,64,0,0,15.4,5,47,0,7.63,0,21.59,0,0,0,7.5,0,0,0,0,0.006,0.002,0,0,0.006,0,0,0,0,0,0.57,0,21.03,2.1,19.2,0.09,0,0,0,0,0,0,1.06,0.04,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,44.8,0,112,0,0.17,0,0,0.18,0,0,0,0.11,0,18,25
"783","Busarakhan 28-Aug-09",0,0,0,0,0,0,0,0,112,0.278,0.1412,0,0,1.2,0.5,0,0,0,0,0,0,0,0,0,2.2,0,1,44.99,0,0,34.52,4.7,36.6,0,3,0,3.1,0.002,0,0,8,0,0,0,0,230,2,0,0,0.01,0,0,0,0,0,0.67,0,3.5,0,17.27,0.05,0.078,0,0,0,0,1.9,1.13,0.217,0,0.331,96.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0.0234,0,3,0,0,4.97,0,23.2,0.045,31.2,0.25,780,0,246,0,103,1.94,4.11,0.646,0,24,0
"784","Busarakhan 28-Aug-10",0,0,0,0,0,0,0,0,0,0.332,0,0,0,1.2,0.5,0,0,0,0,0,0,0,0,0,2.1,0,0.27,52,0,0,29.52,3.66,27.5,0,2.3,0,4.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.77,0,1.5,0,16,0.039,0.069,0,0,0,0,1.8,1.56,0.046,0,0.005,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.558,0,0,0,28.3,0.025,0,0,241,0,0,2.33,0,0.037,0,25,5.1
"785","Busarakhan 28-Aug-11",0,0,0,0,0,0,0,0,0,0.129,0,0,0,1.2,0,0,0,0,0,0,0,0,0,208,2.86,0,0.13,43.65,0,0,23.4,3.23,34.4,0,3,0,3.1,0,0,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,2.2,0,21.64,0,0.07,0,0,0,0,1.7,1.88,0.031,0,0.036,73.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.68,0,0,0,287,0,0,2.45,0,0.056,0,23.5,8
"786","Busarakhan 28-Aug-15",0,0,0,0,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Busarakhan 28-Aug-16",0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
