"","X","ID","X1.2.3.Trichlorobenzene","X1.2.4.Trichlorobenzene","Acenaphthene","Acenaphthylene","AGOC.3A","Alachlor","Aldrin","alpha.Hexachlorocyclohexane","Aluminium","Ammonium","Anionic.active.surfactants","Anthracene","AOX","Arsenic","Atrazine","Barium","Benzo.a.anthracene","Benzo.a.pyrene","Benzo.b.fluoranthene","Benzo.g.h.i.perylene","Benzo.k.fluoranthene","Berilium","beta.Hexaxchlorocyclohexane","Bicarbonates","Biochemical.Oxygen","Boron","Cadmium","Calcium","Carbonates","Cesium","Chemical.Oxygen.Demand..Cr.","Chemical.Oxygen.Demand..Mn.","Chlorides","Chlorodinine","Chromium","Chrysene","Copper","Cyanides","Dieldrin","Dissolved.organic.carbon","Dissolved.oxygen","Dissolved.silicates","Endosulfan..alpha.","Endosulfan..beta.","Endrin","Fecal.coliforms","Fecal.streptococci.","Fluoranthene","Fluorene","gamma.Hexachlorocyclohexane","Heptachlor","Heptachloroepoxide","Hexachlorobenzene","Indeno.1.2.3.c.d.pyrene","Inorganic.nitrogen","Iron","Isodrin","Lead","Macrozoobenthos","Magnesium","Manganese","Mercury","Methoxychlor","Methylosmoline","Metolachlor","Naphthalene","Nickel","Nitrates","Nitrites","Organic.nitrogen","Orthophosphate.phosphorus","Oxygen.saturation","p.p.DDD","p.p.DDE","p.p.DDT","PAHs","PCB.101","PCB.118","PCB.138","PCB.153","PCB.180","PCB.28","PCB.52","Pentachlorobenzene","Petroleum.hydrocarbons","Phenanthrene","Potassium","Pyrene","Selenium","Silica..SiO2.","Simazine","Sodium","Sulfides","Sulphates","Tetrachloromethane","Total.coliforms","Total.dissolved.phosphorus","Total.dissolved.salts","Total.extractable.matter","Total.hardness","Total.nitrogen","Total.organic.carbon","Total.phosphorus","Trifluralin","Water.temperature","Zinc"
"783",783,"Busarakhan 28-Aug-09",0,0,0,0,0,0,0,0,-0.2,2.15909090909091,0.0811638591117917,0,0,-0.368421052631579,0,0,0,0,0,0,0,0,0,0,-0.0434782608695651,0,-0.166666666666667,-0.0176855895196505,0,0,0.170169491525424,0.227154046997389,-0.00813008130081293,0,-0.925,0,-0.852380952380952,0,0,0,-0.0243902439024389,0,0,0,0,11499,999,0,0,0,0,0,0,0,0,-0.316326530612245,0,-0.125,0,-0.321947389085198,288.724137931034,-0.589473684210526,0,0,0,0,-0.795698924731183,-0.446078431372549,8.86363636363637,0,12.7916666666667,-0.041999201915403,0,0,-0.333333333333333,0,0,0,0,0,0,0,0,0,0.231578947368421,0,0.428571428571428,0,0,0.962100276352152,0,0.0357142857142857,0.8,-0.135734072022161,0,3390.30434782609,0,-0.0922509225092251,0,-0.161920260374288,-0.248062015503876,-0.211132437619962,3.76050110537951,0,-0.04,-0.999997368421053
"784",784,"Busarakhan 28-Aug-10",0,0,0,0,0,0,0,0,0,-0.0953678474114441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615384615,0,-0.181818181818182,0.0236220472440945,0,0,0,0.169329073482428,-0.471153846153846,0,0.0454545454545453,0,0.146341463414634,0,0,0,-0.151898734177215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,-0.375,0,-0.0320629159104659,0.338509316770186,-0.1375,0,0,0,0,-0.1,0.0833333333333334,0.15,0,0,-0.118786313750807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309902200489,0,0,0,-0.155223880597015,0,0,0,-0.168965517241379,0,0,0.0542986425339367,0,0.0882352941176469,0,0.0869565217391304,0.0199999999999999
"785",785,"Busarakhan 28-Aug-11",0,0,0,0,0,0,0,0,0,-0.183544303797468,0,0,0,-0.333333333333333,0,0,0,0,0,0,0,0,0,-0.0956521739130435,-0.333333333333333,0,-0.315789473684211,-0.266633064516129,0,0,-0.170800850460666,-0.274157303370787,0.026865671641791,0,0.111111111111111,0,-0.225,0,0,0,-0.26603325415677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259259259259259,0,0.375,0,0.50801393728223,0,0.272727272727273,0,0,0,0,16999,0.922290388548057,0.24,0,359,-0.15008685581934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.337671232876712,0,0,0,-0.122324159021407,0,0,0.762589928057554,0,0.473684210526316,0,-0.160714285714286,2.2
"786",786,"Busarakhan 28-Aug-15",0,0,0,0,0.747169811320755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544747081712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105571847507331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787",787,"Busarakhan 28-Aug-16",0,0,0,0,1.22641509433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788",788,"Busarakhan 28-Feb-03",0,0,0,0,0,0,0,0,0,-0.304347826086957,-0.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555555555555555,1.47619047619048,0,3.21428571428571,0.456818181818182,0,0,0.333333333333333,0.373333333333333,0.142857142857143,0,-0.0737327188940093,0,-0.460837887067395,0,0,0,0.272727272727273,0,0,0,0,-0.909090909090909,-0.214285714285714,0,0,0.421052631578947,0,0,0,0,0,1.05263157894737,0,0.201884253028264,-0.0500000000000001,-0.523529411764706,-0.12962962962963,0,0,0,0,0,1.88,0.123152709359606,3.6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176567656765676,0,-0.685714285714286,0,0,0,0,0,0,-0.233333333333333,0,1.5,-0.666666666666667
"789",789,"Busarakhan 28-Jan-06",0,0,0,0,0,0,0,0,0,-0.624678663239075,-0.70189701897019,0,0,0,-0.470588235294118,0,0,0,0,0,0,0,-0.340314136125654,-0.0342678676449159,0.842105263157895,0,-0.887229660144181,-0.270526315789474,0,0,0,0.95,-0.293029902146661,0,-0.542924901185771,0,18.2197659297789,0,0,0,0.73972602739726,0,0,0,0,0,0,0,0,-0.3125,2.4,0,0,0,0,-0.549112426035503,0,-0.697032573086378,0,1.34170854271357,0.536585365853658,249,0,0,439,0,103.12,0,5.64285714285714,0,0.0303030303030303,0.608771929824561,-0.202046035805627,3.76,0,0,0,0,0,0,0,0,0,0,410.76,0,0,0,0,-0.137931034482759,0,0,0,0.514534817680168,0,0,0,-0.0719101123595506,0,0.139664804469274,0.0695970695970696,0,-0.283333333333333,0,-0.6,-0.439024390243902
"790",790,"Busarakhan 28-Jul-00",0,0,0,0,0,0,0,0,0,20,-0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.145454545454545,-0.0222222222222221,0,0.763157894736842,-0.138929088277858,0,0,0.153846153846154,0.403846153846154,-0.109660574412533,0,-0.428571428571429,0,-0.897959183673469,0,0,0,0.246376811594203,0,0,0,0,19,0,0,0,0,0,0,0,0,0,-0.615819209039548,0,0.188118811881188,-0.00952380952380953,-0.363636363636364,-0.999542483660131,0,0,0,0,0,0,0.558333333333333,0,0,-0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0,0,0,0,-0.542619542619543,0,-0.688673139158576,0,459,0,0,0,0,0,0,-0.777777777777778,0,-0.0521739130434782,-0.82051282051282
"791",791,"Busarakhan 28-Jul-01",0,0,0,0,0,0,0,0,0,0.551724137931035,1.8,0,0,0,0,0,0,0,0,0,0,0,0,-0.087431693989071,0.081081081081081,0,-0.148,0.0155172413793103,0,0,-0.0555555555555556,0.260869565217391,-0.0545454545454545,0,-0.506113537117904,0,3.05977011494253,0,0,0,0.0149253731343283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465753424657534,0,-0.0433333333333333,0.0714285714285714,0.421296296296296,-0.1,0,0,0,0,0,0,0.864197530864197,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.477401129943503,0,0,0,0,-0.0581650036505233,0,-0.454700854700855,0,0,0,0,0,0,0,0,-0.454545454545455,0,-0.1015625,-0.48780487804878
"792",792,"Busarakhan 28-Jun-03",0,0,0,0,0,0,0,0,0,-0.324324324324324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490777338603426,-0.295238095238095,0,1.94285714285714,-0.597510373443984,0,0,0.0625,-0.0652173913043478,-0.142857142857143,0,0.833928571428571,0,-0.248704663212435,0,0,0,-0.0921052631578946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214596949891068,0,-0.244219653179191,0.0191387559808613,0.80241935483871,-0.644895370957514,0,0,0,0,0,2.5,-0.0658682634730538,-0.491666666666667,0,-0.705882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212192262602579,0,0,0,0,0,0,0,0,-0.71875,0,0.111111111111111,2.10227272727273
"793",793,"Busarakhan 28-Jun-09",0,0,0,0,0,0,0,0,0.272727272727273,3.5875,0.0668337510442774,0,0,-0.266666666666667,0,0,0,0,0,0,0,0,0,0,-0.342857142857143,0,-0.41875,0.0767835550181379,0,0,-0.283314020857474,0.0329113924050633,-0.144292061039212,0,-0.480769230769231,0,-0.396551724137931,0,0,0,-0.0131578947368421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0941176470588236,0,0,0,-0.153514588859416,0,-0.82,0,0,0,0,0.0666666666666667,0.587412587412588,-0.0355329949238578,0,-0.946294307196563,-0.0328839197632358,0,0,0,0,0,0,0,0,0,0,0,0,-0.291338582677165,0,-0.457142857142857,0,0,-0.447907585004359,0,-0.275675675675676,1.08333333333333,-0.157868020304569,0,-0.977777777777778,0,-0.265027322404372,0,-0.178966789667897,0.72192513368984,0.0968421052631579,-0.894179894179894,0,-0.0416666666666667,-0.999997222222222
"794",794,"Busarakhan 28-Jun-15",0,0,0,0,-0.169278996865204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854092526690392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253676470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795",795,"Busarakhan 28-Mar-07",0,0,0,0,0,-0.746987951807229,5.4,0,0,-0.278711484593837,-0.754901960784314,0,0,0,-0.76,0,0,0,0,0,0,0,0,0.463157894736842,0.179487179487179,0,-0.948875255623722,0,0,0,-0.120593692022263,0.04,1.14522821576763,0,9.18230925050641,0,-0.555883593420498,0,-0.166666666666667,0,-0.312,0,0,0,0,1.78571428571429,706.692307692308,0,0,0.8,0,0,0,0,0,0.951890034364261,0,-0.539508393285372,0,0.201646090534979,0.0496562261268143,0,0,0,-0.545454545454545,0,1.16026711185309,0.496551724137931,1.75,0,17.8,-0.220193340494092,0.05,0,1.1,0,0,0,0,0,0,0,0,0,-0.999957446808511,0,0.266666666666667,0,0,-0.0533049040511727,0,0.572549019607843,0,-0.103644646924829,0,2.17647058823529,0,-0.0111111111111111,0,0.082089552238806,0.406844106463878,0,-0.02,0,0.666666666666667,-0.0833333333333333
"796",796,"Busarakhan 28-May-01",0,0,0,0,0,0,0,0,0,-0.354838709677419,-0.99875,0,0,0,0,0,0,0,0,0,0,0,0,0.671232876712329,-0.285714285714286,0,4.02,0.166176470588235,0,0,0.363636363636364,-0.127659574468085,-0.0903083700440529,0,-0.0625,0,-0.434782608695652,0,0,0,-0.181818181818182,0,0,0,0,43,1,0,0,-0.6,0,0,0,0,0,-0.269230769230769,0,-0.133333333333333,0.0195121951219512,-0.065359477124183,-0.545454545454545,0,0,0,0,0,0,-0.0166666666666667,0.666666666666667,0,-0.666666666666667,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.851851851851852,0,0,0,0,-0.235294117647059,0,-0.246661981728742,0,8,0,0,0,0,0,0,-0.75,0,0.275167785234899,-0.1875
"797",797,"Busarakhan 28-May-14",0,0,0,0,0,0,0,0,0,0.205882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320600272851296,-0.0299145299145298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240792010678796,1.075,0,1.58521505376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00404858299595151,0,3.48837209302326,0,0.0183299389002036,0
"798",798,"Busarakhan 28-Nov-07",0,0,0,0,0,-0.846774193548387,-0.6875,0,0,0.132075471698113,-0.152317880794702,0,0,0,0,0,0,0,0,0,0,0,0,-0.110030395136778,-0.130434782608696,0,0.248815165876777,0.167381974248927,0,0,-0.252083333333333,-0.361702127659575,0.0652920962199312,0,-0.463178294573643,0,-0.544966785896781,0,0,0,0.05,0,0,-0.583333333333333,0,18.6,91999,0,0,-0.454545454545454,0,0,0,0,0,-0.871836925960637,0,-0.329284164859002,0,-0.0718954248366014,4.33366169434281,-0.683544303797468,0,0,0,0,-0.58027139874739,1.29715489989463,-0.642857142857143,0,1.26027397260274,-0.0455341506129597,0.88,0,-0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555555555555557,0,0,0,1.24751522924014,0,-0.5625,0,0.178885630498534,0,0.0367647058823529,0.673553719008264,0,-0.216828478964401,0,-0.307692307692308,-0.728813559322034
"799",799,"Busarakhan 28-Nov-15",0,0,0,0,0,0,0,0,0,-0.26271186440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303149606299213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273437499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0,0,-0.790697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.724137931034483,0,0,0,0.0138248847926268,0,-0.346666666666667,0,-0.472527472527473,0
"800",800,"Busarakhan 28-Nov-98",0,0,0,0,0,0,0,0,0,0.163265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139473684210526,0,0,0.197076923076923,0,0,229999,0.688679245283019,-0.38705035971223,0,-0.444444444444444,0,0.736842105263158,0,0,0,0.271578947368421,0,0,0,0,-0.28,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,-0.1,0.306018518518518,0.666666666666667,0,0,0,0,0,0,-0.306930693069307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.466666666666667,0,0,0,0,0.3,0,-0.12536443148688,0,9.8,0,0,0,0,0,0,0.230769230769231,0,-0.0666666666666666,0.303030303030303
"801",801,"Busarakhan 29-Apr-00",0,0,0,0,0,0,0,0,0,-0.795847750865052,-0.076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,-0.00440528634361234,0.230769230769231,0,-0.225190839694657,-0.290843806104129,0,0,-0.730909090909091,-0.261363636363636,-0.0360046457607433,0,-0.898063200815494,0,-0.877400899060074,0,0,0,0.0675675675675676,0,0,0,0,4,1,0,0,7,0,0,0,0,0,0.0242424242424243,0,7.94308943089431,0.0047393364928911,0.0563380281690141,1,0,0,0,0,0,0,0.2578125,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.147058823529412,0,0,0,0,-0.697635135135135,0,0.407559572719803,0,93.1176470588235,0,0,-0.986206896551724,0,0,0,1.11111111111111,0,5.30434782608696,2.66666666666667
"802",802,"Busarakhan 29-Apr-01",0,0,0,0,0,0,0,0,0,0.291666666666667,0.142857142857143,0,0,0,-0.5,0,0,0,0,0,0,0,0,-0.188888888888889,-0.0277777777777778,0,0,-0.182692307692308,0,0,-0.45,-0.0961538461538461,-0.058091286307054,0,0.454545454545455,0,0.352941176470588,0,0,0,-0.266666666666667,0,0,0,0,1.5,0,0,0,-0.767441860465116,0,0,0,0,0,1.08,0,6.5,0,-0.203125,10,0,0,0,0,0,0,-0.28,0.5,0,-0.5,0,0,0,-0.657142857142857,0,0,0,0,0,0,0,0,0,0,0,-0.205882352941176,0,0,0,0,0.62874251497006,0,0.0627333831217327,0,0.5,0,0,-0.590909090909091,0,0,0,-0.111111111111111,0,1.48333333333333,-0.549295774647887
"803",803,"Busarakhan 29-Apr-12",0,0,0,0,0,0,0,0,0,1.29285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414746543778801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242670137028248,0.7,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439,0,579,0,-0.0666666666666667,0
"804",804,"Busarakhan 29-Apr-13",0,0,0,0,0,0,0,0,0,-0.757142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160550458715596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141749723145072,-0.0659090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12059765208111,-0.0789473684210525,0,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018450184501845,0,0.590909090909091,0,0.363636363636364,0
"805",805,"Busarakhan 29-Jul-13",0,0,0,0,0,0,0,0,0,1.29635627530364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109357384441939,0,0,0,0,0,-0.1,0.0337552742616034,0,0,0,0,0,0,0,0,-0.775109170305677,-0.0771084337349398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64410480349345,-0.44585020242915,0,-0.493333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,-0.53125,0,-0.506493506493507,0,0,0
"806",806,"Busarakhan 29-Jun-11",0,0,0,0,0,0,0,0,0,1.12732919254658,0,0,0,0.0624999999999999,0,0,0,0,0,0,0,0,0,-0.0263157894736843,-0.182519280205655,0,0.5,-0.115735888606079,0,0,-0.149965445749827,-0.225531914893617,1.00058496636443,0,-0.256410256410256,0,-0.463636363636364,0,0,0,-0.0342105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205479452054795,0,0.0666666666666667,0,-0.749099246642647,0,-0.328571428571429,0,0,0,0,-0.321428571428571,0,-0.409090909090909,0,0,-0.0455399579971262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571428571428572,0,0,0,0,-0.0862619808306709,0,0,0,0,0,-0.205673758865248,0,0,0.177215189873418,0,-0.290909090909091,0,-0.0254237288135594,-0.253012048192771
"807",807,"Busarakhan 29-Mar-02",0,0,0,0,0,0,0,0,0,-0.285714285714286,0,0,0,0,-0.99,0,0,0,0,0,0,0,0,-0.276720351390922,-0.0363636363636364,0,12.625,0.997282608695652,0,0,-0.0769230769230769,-0.142857142857143,0.121597096188748,0,0.613810741687979,0,0.576839826839827,0,0,0,0.322701688555347,0,0,0,0,0,0,0,0,-0.666666666666667,0,0,0,0,0,-0.611940298507463,0,-0.624713958810069,0,0.0698924731182794,-0.375,0,0,0,0,0,-0.963134657836645,-0.219917012448133,5,0,0.4,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358906525573192,0,0,0,0,0,0,0,0,0,0,8,-0.0789473684210526
"808",808,"Busarakhan 29-May-05",0,0,0,0,0,0,-0.999242424242424,-0.997368421052631,0,-0.646464646464646,0,0,0,0,1179,0,0,0,0,0,0,0,-0.832460732984293,-0.0507214304860703,-0.538235294117647,0,-0.756423982869379,0.0556622286242698,0,0,0,-0.470588235294118,-0.0770089414510925,0,1.52785030461271,0,-0.362840967575913,0,-0.998837209302326,0,-0.401709401709402,0,0,0,-0.99873417721519,0,0,0,0,-0.692307692307692,-0.995238095238095,0,0,0,0,0.653129161118509,0,-0.628828817682547,0.05,-0.617173537847101,1,0,0,0,0,0,0.217637392733248,-0.428057553956834,-0.391891891891892,0,-0.176470588235294,-0.157187150688329,1.47674418604651,1.95454545454545,0,0,0,0,0,0,0,0,0,0,-0.909302325581395,0,0,0,0,0.572679509632224,0,0,0,0,0,0,0,-0.396255850234009,0,-0.450434773913043,0,0,-0.877049180327869,0,0.571428571428571,-0.51207729468599
"809",809,"Busarakhan 29-Oct-10",0,0,0,0,0,0,0,0,0,-0.41,0,0,0,0.276595744680851,0,0,0,0,0,0,0,0,0,0,0.105263157894737,0,-0.344086021505376,0.285350781533988,0,0,0.169376693766938,0.555555555555555,0.509245742092457,0,-0.148148148148148,0,-0.413793103448276,0,0,0,0.1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217391304347826,0,-0.0689655172413792,0,-0.704154427192614,0.464285714285714,0.0535714285714285,0,0,0,0,-0.24,1.47723132969035,-0.105263157894737,0,0.0999999999999999,0.015467714215566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596374045801527,0,0,0,0.0321888412017167,0,0,0,0.261127596439169,0,0,1.1375,0,1.43478260869565,0,-0.3125,-0.228571428571429
"810",810,"Busarakhan 29-Oct-12",0,0,0,0,0,0,0,0,0,-0.0546241211465657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311926605504587,0,0,0,0,0,0,0,-0.604353393085787,0,0,0,0,0,0,0,-0.00770925110132162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071920088790233,0.170940170940171,0,0.0425531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695187165775402,0,0.0169491525423729,0,-0.210526315789474,0
"811",811,"Busarakhan 29-Oct-16",0,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812",812,"Busarakhan 29-Oct-98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813",813,"Busarakhan 29-Sep-07",0,0,0,0,0,0.721311475409836,-0.470588235294118,0,0,-0.590909090909091,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0.392988929889299,-0.379310344827586,0,0,0.169527896995708,0,0,0.604810996563574,0.326923076923077,1.38477508650519,0,3.69715698393078,0,0.772577868210988,0,0,0,-0.121212121212121,0,-0.375,-0.0666666666666666,0,-0.442857142857143,17,0,0,0.333333333333333,0,0,0,0,0,-0.381410256410256,0,0.746512240063175,0,0.70969696969697,4.26393442622951,2.16,0,0,0,0,1.08538011695906,-0.630952380952381,-0.521739130434783,0,0.191489361702128,-0.172330097087379,-0.615384615384615,0.2,-0.52,0,0,0,0,0,0,0,0,0,0.750265674814028,0,0.909090909090909,0,0,0.124888492417484,0,1.26190476190476,0,0.815525114155251,0,-0.641304347826087,0,0.509881422924901,0,0.374757281553398,-0.545643153526971,0,1.40909090909091,0,0.0454545454545455,0.857142857142857
"814",814,"Busarakhan 3-Aug-11",0,0,0,0,0,0,0,0,0,-0.769343065693431,0,0,0,0.0588235294117648,0,0,0,0,0,0,0,0,0,0.0190518387239699,0.349056603773585,0,0.266666666666667,0.0077886894683373,0,0,0.147154471544715,0.222527472527473,-0.510233918128655,0,-0.0689655172413792,0,-0.322033898305085,0,0,0,0.147138964577657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53448275862069,0,0,0,-0.0633159268929504,0,0.170212765957447,0,0,0,0,-0.999947368421053,-0.396296296296296,-0.0384615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606060606060607,0,0,0,0,-0.255244755244755,0,0,0,0,0,-0.0267857142857143,0,0,-0.501792114695341,0,-0.0256410256410257,0,0.217391304347826,-0.596774193548387
"815",815,"Busarakhan 3-Dec-04",0,0,0,0,0,0,0,0,0,-0.518518518518518,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07306711979609,0.375,0,-0.857142857142857,-0.214545454545454,0,0,-0.25,0.307692307692308,-0.552117263843648,0,-0.931985086430912,0,-0.5168071493856,0,0,0,0.0833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03831417624521,0,1.90805821796237,0,0.454198473282443,0.596774193548387,0,0,0,0,0,-0.0214543072387816,0.0988372093023255,-0.12,0,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144645340751043,0,0,0,0.133093525179856,0,0,0,0,0,0,0,0,-0.322175732217573,0,-0.681818181818182,0
"816",816,"Busarakhan 3-Feb-08",0,0,0,0,0,0,0,0,0,-0.272727272727273,-0.404145077720207,0,294999,-0.905702739110912,0,0,0,0,0,0,0,0,0,0.611590628853268,-0.434782608695652,0,-0.890190336749634,-0.222857142857143,0,0,0,0.0666666666666667,-0.0997097242380262,0,-0.703891708967851,0,-0.586374695863747,0,0,0,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707317073170732,0,-0.890829694323144,0,0.424242424242424,-0.418181818181818,-0.553571428571429,0,0,0,0,-0.596706435893127,-0.232558139534884,-0.909756097560976,0,-0.6,-0.288970588235294,0,0,0,0,0,0,0,0,0,0,0,0,-0.997449908925319,0,0,0,0,-0.147607052896726,0,0,0,-0.070026525198939,0,0,0,0.179948586118252,1.97872340425532,-0.0441176470588235,-0.278455284552846,0,0,0,-0.999983333333333,0.866666666666667
"817",817,"Busarakhan 3-May-08",0,0,0,0,0,0,0,0,0,-0.30032292787944,-0.551912568306011,0,0,0.857142857142857,7.33333333333333,0.833333333333333,0,0,0,0,0,0,0,0.13817179604961,0.16,0,2.33333333333333,0.154606563859233,-0.476666666666667,0,0,0.247159090909091,0.200581395348837,0,4,0,-0.450980392156863,1.55,0,0,-0.0373831775700933,0,0,0,0,9.90909090909091,-0.995625,0,0,0,0,0,0,0,0,0.746031746031746,0,1.8,0,0.427707199032063,0.4375,0.6,0,0,0,0,-0.166666666666667,-0.229007633587786,0,0,0.342857142857143,0.109071274298056,0,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0,-0.541666666666667,0,0,-0.135886140291427,0,-0.298507462686567,0,0.0702947845804989,0,9.90909090909091,0,0.222222222222222,0,0.249770431588613,-0.255555555555556,0,0.116883116883117,0,149999,0.464285714285714
