"","location","Year","measure","mean_v","min_v","max_v","range"
"913","Boonsri","2014","Manganese",0,0,0,"0 , 0 , 0"
"914","Boonsri","2014","Mercury",0.032234375,0,0.219,"0 , 0.032234375 , 0.219"
"915","Boonsri","2014","Methylosmoline",0.300035714285714,0.252,0.339,"0.252 , 0.300035714285714 , 0.339"
"916","Boonsri","2014","Nickel",1.91086206896552,0,4.03,"0 , 1.91086206896552 , 4.03"
"917","Boonsri","2014","Nitrates",1.01092,0.5042,2.28,"0.5042 , 1.01092 , 2.28"
"918","Boonsri","2014","Nitrites",0.02233,0.0078,0.099,"0.0078 , 0.02233 , 0.099"
"919","Boonsri","2014","Orthophosphate-phosphorus",0.0888833333333333,0.008,0.156,"0.008 , 0.0888833333333333 , 0.156"
"920","Boonsri","2014","Oxygen saturation",91.3161666666667,73.96,109.2,"73.96 , 91.3161666666667 , 109.2"
"921","Boonsri","2014","p,p-DDT",0,0,0,"0 , 0 , 0"
"922","Boonsri","2014","Potassium",2.28846153846154,1,3,"1 , 2.28846153846154 , 3"
"923","Boonsri","2014","Sodium",17.7115384615385,12,31,"12 , 17.7115384615385 , 31"
"924","Boonsri","2014","Sulphates",32.3693333333333,22.02,38.64,"22.02 , 32.3693333333333 , 38.64"
"925","Boonsri","2014","Total dissolved salts",230.333333333333,160,290,"160 , 230.333333333333 , 290"
"926","Boonsri","2014","Total hardness",167.555,122.67,202.9,"122.67 , 167.555 , 202.9"
"927","Boonsri","2014","Total nitrogen",1.61008510638298,1,3.19,"1 , 1.61008510638298 , 3.19"
"928","Boonsri","2014","Total organic carbon",2.8233,1.001,5.293,"1.001 , 2.8233 , 5.293"
"929","Boonsri","2014","Total phosphorus",0.14055,0.051,0.229,"0.051 , 0.14055 , 0.229"
"930","Boonsri","2014","Water temperature",15.2033333333333,1,28,"1 , 15.2033333333333 , 28"
"931","Boonsri","2014","Zinc",42.71653125,25.4,68.9,"25.4 , 42.71653125 , 68.9"
"932","Boonsri","2015","AGOC-3A",9.96691428571429,0.254,226.904,"0.254 , 9.96691428571429 , 226.904"
"933","Boonsri","2015","Ammonium",0.07096875,0,0.144,"0 , 0.07096875 , 0.144"
"934","Boonsri","2015","Anionic active surfactants",0.10715625,0,0.251,"0 , 0.10715625 , 0.251"
"935","Boonsri","2015","Atrazine",0,0,0,"0 , 0 , 0"
"936","Boonsri","2015","Bicarbonates",181.014375,156.77,207.4,"156.77 , 181.014375 , 207.4"
"937","Boonsri","2015","Biochemical Oxygen",1.47625,0,3.16,"0 , 1.47625 , 3.16"
"938","Boonsri","2015","Calcium",42.0984375,33.33,52.37,"33.33 , 42.0984375 , 52.37"
"939","Boonsri","2015","Chemical Oxygen Demand (Cr)",10.039375,7.95,13.26,"7.95 , 10.039375 , 13.26"
"940","Boonsri","2015","Chemical Oxygen Demand (Mn)",2.060625,1.28,3.2,"1.28 , 2.060625 , 3.2"
"941","Boonsri","2015","Chlorides",15.364875,12.16,20.768,"12.16 , 15.364875 , 20.768"
"942","Boonsri","2015","Chlorodinine",0.247028571428571,0.2,0.295,"0.2 , 0.247028571428571 , 0.295"
"943","Boonsri","2015","Dissolved oxygen",9.31375,6.52,11.91,"6.52 , 9.31375 , 11.91"
"944","Boonsri","2015","gamma-Hexachlorocyclohexane",0,0,0,"0 , 0 , 0"
"945","Boonsri","2015","Iron",0.0604285714285714,0,0.1,"0 , 0.0604285714285714 , 0.1"
"946","Boonsri","2015","Magnesium",12.8221875,7.76,18.43,"7.76 , 12.8221875 , 18.43"
"947","Boonsri","2015","Methylosmoline",0.434028571428571,0.254,4.406,"0.254 , 0.434028571428571 , 4.406"
"948","Boonsri","2015","Nitrates",1.124125,0.47,1.902,"0.47 , 1.124125 , 1.902"
"949","Boonsri","2015","Nitrites",0.015440625,0.005,0.025,"0.005 , 0.015440625 , 0.025"
"950","Boonsri","2015","Orthophosphate-phosphorus",0.040484375,0.018,0.081,"0.018 , 0.040484375 , 0.081"
"951","Boonsri","2015","Oxygen saturation",90.1778125,73.31,100,"73.31 , 90.1778125 , 100"
"952","Boonsri","2015","p,p-DDT",0,0,0,"0 , 0 , 0"
"953","Boonsri","2015","Petroleum hydrocarbons",0,0,0,"0 , 0 , 0"
"954","Boonsri","2015","Potassium",2.25,2,3,"2 , 2.25 , 3"
"955","Boonsri","2015","Sodium",18.875,12,24,"12 , 18.875 , 24"
"956","Boonsri","2015","Sulphates",33.08553125,20.363,43.22,"20.363 , 33.08553125 , 43.22"
"957","Boonsri","2015","Total dissolved phosphorus",0.0676393442622951,0.03,0.202,"0.03 , 0.0676393442622951 , 0.202"
"958","Boonsri","2015","Total dissolved salts",242.15625,208,271,"208 , 242.15625 , 271"
"959","Boonsri","2015","Total hardness",159.6515625,139.25,207.54,"139.25 , 159.6515625 , 207.54"
"960","Boonsri","2015","Total nitrogen",1.655828125,0.793,2.79,"0.793 , 1.655828125 , 2.79"
"961","Boonsri","2015","Total organic carbon",3.68193939393939,1.611,6.822,"1.611 , 3.68193939393939 , 6.822"
"962","Boonsri","2015","Total phosphorus",0.09553125,0.04,0.293,"0.04 , 0.09553125 , 0.293"
"963","Boonsri","2015","Water temperature",14.159375,1.5,28,"1.5 , 14.159375 , 28"
"964","Boonsri","2016","AGOC-3A",0.0659642857142857,0.002,0.374,"0.002 , 0.0659642857142857 , 0.374"
"965","Boonsri","2016","Ammonium",0.0626,0,0.2,"0 , 0.0626 , 0.2"
"966","Boonsri","2016","Anionic active surfactants",0.138352941176471,0,0.223,"0 , 0.138352941176471 , 0.223"
"967","Boonsri","2016","AOX",14.7705882352941,12.3,19.2,"12.3 , 14.7705882352941 , 19.2"
"968","Boonsri","2016","Atrazine",0,0,0,"0 , 0 , 0"
"969","Boonsri","2016","Bicarbonates",180.227272727273,147.62,201.3,"147.62 , 180.227272727273 , 201.3"
"970","Boonsri","2016","Biochemical Oxygen",2.0971186440678,1.5,2.96,"1.5 , 2.0971186440678 , 2.96"
"971","Boonsri","2016","Calcium",46.2444117647059,44.22,52.12,"44.22 , 46.2444117647059 , 52.12"
"972","Boonsri","2016","Chemical Oxygen Demand (Cr)",10.8155882352941,9.18,12.54,"9.18 , 10.8155882352941 , 12.54"
"973","Boonsri","2016","Chemical Oxygen Demand (Mn)",2.26117647058824,1.66,3.2,"1.66 , 2.26117647058824 , 3.2"
"974","Boonsri","2016","Chlorides",15.9638529411765,11.47,20.915,"11.47 , 15.9638529411765 , 20.915"
"975","Boonsri","2016","Chlorodinine",0.0292857142857143,0.004,0.062,"0.004 , 0.0292857142857143 , 0.062"
"976","Boonsri","2016","Dissolved oxygen",9.004,6.1,12.3,"6.1 , 9.004 , 12.3"
"977","Boonsri","2016","gamma-Hexachlorocyclohexane",0,0,0,"0 , 0 , 0"
"978","Boonsri","2016","Magnesium",11.3547058823529,9.7,13.58,"9.7 , 11.3547058823529 , 13.58"
"979","Boonsri","2016","Methylosmoline",0.0409642857142857,0.001,0.283,"0.001 , 0.0409642857142857 , 0.283"
"980","Boonsri","2016","Nitrates",0.933116666666667,0.092,1.77,"0.092 , 0.933116666666667 , 1.77"
"981","Boonsri","2016","Nitrites",0.0201833333333333,0.005,0.055,"0.005 , 0.0201833333333333 , 0.055"
"982","Boonsri","2016","Orthophosphate-phosphorus",0.0364166666666667,0,0.073,"0 , 0.0364166666666667 , 0.073"
"983","Boonsri","2016","Oxygen saturation",88.9474285714286,70.28,99.31,"70.28 , 88.9474285714286 , 99.31"
"984","Boonsri","2016","p,p-DDT",0,0,0,"0 , 0 , 0"
"985","Boonsri","2016","Petroleum hydrocarbons",0,0,0,"0 , 0 , 0"
"986","Boonsri","2016","Potassium",2.29411764705882,2,3,"2 , 2.29411764705882 , 3"
"987","Boonsri","2016","Sodium",16.5294117647059,12,22,"12 , 16.5294117647059 , 22"
"988","Boonsri","2016","Sulphates",31.8088235294118,19.3,39.62,"19.3 , 31.8088235294118 , 39.62"
"989","Boonsri","2016","Total dissolved phosphorus",0.0463,0.01,0.094,"0.01 , 0.0463 , 0.094"
"990","Boonsri","2016","Total dissolved salts",245.088235294118,213,291,"213 , 245.088235294118 , 291"
"991","Boonsri","2016","Total hardness",161.266764705882,150.48,185.25,"150.48 , 161.266764705882 , 185.25"
"992","Boonsri","2016","Total nitrogen",1.45089473684211,0.726,2.62,"0.726 , 1.45089473684211 , 2.62"
"993","Boonsri","2016","Total organic carbon",3.89170588235294,2.817,5.643,"2.817 , 3.89170588235294 , 5.643"
"994","Boonsri","2016","Total phosphorus",0.06565,0.018,0.19,"0.018 , 0.06565 , 0.19"
"995","Boonsri","2016","Water temperature",15.8416666666667,1,29.5,"1 , 15.8416666666667 , 29.5"
"996","Busarakhan","1998","Ammonium",0.51,0.47,0.57,"0.47 , 0.51 , 0.57"
"997","Busarakhan","1998","AOX",0,0,0,"0 , 0 , 0"
"998","Busarakhan","1998","Arsenic",0,0,0,"0 , 0 , 0"
"999","Busarakhan","1998","Atrazine",0,0,0,"0 , 0 , 0"
"1000","Busarakhan","1998","Biochemical Oxygen",2.71,0,4.33,"0 , 2.71 , 4.33"
"1001","Busarakhan","1998","Cadmium",0.29,0.23,0.32,"0.23 , 0.29 , 0.32"
"1002","Busarakhan","1998","Calcium",69.27,65,77.81,"65 , 69.27 , 77.81"
"1003","Busarakhan","1998","Cesium",0,0,0,"0 , 0 , 0"
"1004","Busarakhan","1998","Chemical Oxygen Demand (Cr)",7.66666666666667,0,23,"0 , 7.66666666666667 , 23"
"1005","Busarakhan","1998","Chemical Oxygen Demand (Mn)",6.45,5.1,8.95,"5.1 , 6.45 , 8.95"
"1006","Busarakhan","1998","Chlorides",60.7666666666667,42.6,70.2,"42.6 , 60.7666666666667 , 70.2"
"1007","Busarakhan","1998","Chromium",16.6666666666667,5,36,"5 , 16.6666666666667 , 36"
"1008","Busarakhan","1998","Copper",24.3333333333333,19,33,"19 , 24.3333333333333 , 33"
"1009","Busarakhan","1998","Dissolved oxygen",7.19333333333333,0,12.08,"0 , 7.19333333333333 , 12.08"
"1010","Busarakhan","1998","Fecal coliforms",0.00573333333333333,0,0.01,"0 , 0.00573333333333333 , 0.01"
"1011","Busarakhan","1998","Iron",0,0,0,"0 , 0 , 0"
"1012","Busarakhan","1998","Lead",32.6666666666667,1,49,"1 , 32.6666666666667 , 49"
"1013","Busarakhan","1998","Macrozoobenthos",1.26666666666667,0,2,"0 , 1.26666666666667 , 2"
"1014","Busarakhan","1998","Magnesium",24.0033333333333,21.6,28.21,"21.6 , 24.0033333333333 , 28.21"
"1015","Busarakhan","1998","Manganese",0.12,0.09,0.15,"0.09 , 0.12 , 0.15"
"1016","Busarakhan","1998","Mercury",0,0,0,"0 , 0 , 0"
"1017","Busarakhan","1998","Nickel",0,0,0,"0 , 0 , 0"
"1018","Busarakhan","1998","Nitrates",1.86,1.4,2.16,"1.4 , 1.86 , 2.16"
"1019","Busarakhan","1998","Nitrites",0.0333333333333333,0.03,0.04,"0.03 , 0.0333333333333333 , 0.04"
"1020","Busarakhan","1998","Orthophosphate-phosphorus",0.0933333333333333,0.08,0.1,"0.08 , 0.0933333333333333 , 0.1"
"1021","Busarakhan","1998","Potassium",3.86666666666667,2.4,4.7,"2.4 , 3.86666666666667 , 4.7"
"1022","Busarakhan","1998","Sodium",24.8666666666667,22,28.6,"22 , 24.8666666666667 , 28.6"
"1023","Busarakhan","1998","Sulphates",108.833333333333,69.3,137.2,"69.3 , 108.833333333333 , 137.2"
"1024","Busarakhan","1998","Total coliforms",0.196666666666667,0,0.54,"0 , 0.196666666666667 , 0.54"
"1025","Busarakhan","1998","Total phosphorus",0.13,0.1,0.16,"0.1 , 0.13 , 0.16"
"1026","Busarakhan","1998","Water temperature",5.8,0,9,"0 , 5.8 , 9"
"1027","Busarakhan","1998","Zinc",28,8,43,"8 , 28 , 43"
"1028","Busarakhan","1999","Ammonium",0.704166666666667,0.13,1.76,"0.13 , 0.704166666666667 , 1.76"
"1029","Busarakhan","1999","Anionic active surfactants",0,0,0,"0 , 0 , 0"
"1030","Busarakhan","1999","Bicarbonates",205.773333333333,186.66,222.65,"186.66 , 205.773333333333 , 222.65"
"1031","Busarakhan","1999","Biochemical Oxygen",4.33333333333333,2.07,6.2,"2.07 , 4.33333333333333 , 6.2"
"1032","Busarakhan","1999","Cadmium",3.63428571428571,0,26.5,"0 , 3.63428571428571 , 26.5"
"1033","Busarakhan","1999","Calcium",85.7091666666667,58,153.2,"58 , 85.7091666666667 , 153.2"
"1034","Busarakhan","1999","Chemical Oxygen Demand (Cr)",32.35,17.5,52,"17.5 , 32.35 , 52"
"1035","Busarakhan","1999","Chemical Oxygen Demand (Mn)",8.13,4.9,13.75,"4.9 , 8.13 , 13.75"
"1036","Busarakhan","1999","Chlorides",73.1125,43.6,156.2,"43.6 , 73.1125 , 156.2"
"1037","Busarakhan","1999","Chromium",14.9214285714286,1.4,44.4,"1.4 , 14.9214285714286 , 44.4"
"1038","Busarakhan","1999","Copper",24.6142857142857,11,45.3,"11 , 24.6142857142857 , 45.3"
"1039","Busarakhan","1999","Dissolved oxygen",8.30833333333333,6.5,14.4,"6.5 , 8.30833333333333 , 14.4"
"1040","Busarakhan","1999","Fecal coliforms",0.56875,0.01,2.2,"0.01 , 0.56875 , 2.2"
"1041","Busarakhan","1999","Fecal streptococci ",0.2318,0.0045,1.1,"0.0045 , 0.2318 , 1.1"
"1042","Busarakhan","1999","gamma-Hexachlorocyclohexane",0.0763333333333333,0.006,0.33,"0.006 , 0.0763333333333333 , 0.33"
"1043","Busarakhan","1999","Iron",1.4075,0.22,2.48,"0.22 , 1.4075 , 2.48"
"1044","Busarakhan","1999","Lead",25.8884615384615,6,53.51,"6 , 25.8884615384615 , 53.51"
"1045","Busarakhan","1999","Macrozoobenthos",2.13625,1.98,2.5,"1.98 , 2.13625 , 2.5"
"1046","Busarakhan","1999","Magnesium",29.12,15.6,42.31,"15.6 , 29.12 , 42.31"
"1047","Busarakhan","1999","Manganese",90.5485714285714,0.01,906,"0.01 , 90.5485714285714 , 906"
"1048","Busarakhan","1999","Nickel",37.05,28.8,45.3,"28.8 , 37.05 , 45.3"
"1049","Busarakhan","1999","Nitrates",1.9375,0.76,3.84,"0.76 , 1.9375 , 3.84"
"1050","Busarakhan","1999","Nitrites",0.0391666666666667,0.01,0.09,"0.01 , 0.0391666666666667 , 0.09"
"1051","Busarakhan","1999","Orthophosphate-phosphorus",0.0733333333333333,0.02,0.22,"0.02 , 0.0733333333333333 , 0.22"
"1052","Busarakhan","1999","p,p-DDT",0.316363636363636,0,1.86,"0 , 0.316363636363636 , 1.86"
"1053","Busarakhan","1999","Potassium",8.825,3.6,14.5,"3.6 , 8.825 , 14.5"
"1054","Busarakhan","1999","Sodium",51.1916666666667,24.8,98.6,"24.8 , 51.1916666666667 , 98.6"
"1055","Busarakhan","1999","Sulphates",121.403333333333,50.1,221.1,"50.1 , 121.403333333333 , 221.1"
"1056","Busarakhan","1999","Total coliforms",1.96066666666667,0.006,9.2,"0.006 , 1.96066666666667 , 9.2"
"1057","Busarakhan","1999","Total extractable matter",5.8,5.8,5.8,"5.8 , 5.8 , 5.8"
"1058","Busarakhan","1999","Total phosphorus",0.121666666666667,0.04,0.28,"0.04 , 0.121666666666667 , 0.28"
"1059","Busarakhan","1999","Water temperature",11.675,1.8,26,"1.8 , 11.675 , 26"
"1060","Busarakhan","1999","Zinc",69.5928571428571,9,380,"9 , 69.5928571428571 , 380"
"1061","Busarakhan","2000","Ammonium",1.14583333333333,0.05,4.54,"0.05 , 1.14583333333333 , 4.54"
"1062","Busarakhan","2000","Anionic active surfactants",0.11,0.04,0.18,"0.04 , 0.11 , 0.18"
"1063","Busarakhan","2000","Atrazine",0.05,0.03,0.06,"0.03 , 0.05 , 0.06"
"1064","Busarakhan","2000","Bicarbonates",203.083333333333,157,302,"157 , 203.083333333333 , 302"
"1065","Busarakhan","2000","Biochemical Oxygen",5.01666666666667,4.2,6.4,"4.2 , 5.01666666666667 , 6.4"
"1066","Busarakhan","2000","Cadmium",4.90428571428571,0.05,43,"0.05 , 4.90428571428571 , 43"
"1067","Busarakhan","2000","Calcium",84.6666666666667,55.4,127,"55.4 , 84.6666666666667 , 127"
"1068","Busarakhan","2000","Chemical Oxygen Demand (Cr)",29.525,14.2,62,"14.2 , 29.525 , 62"
"1069","Busarakhan","2000","Chemical Oxygen Demand (Mn)",7.46666666666667,5.1,9.3,"5.1 , 7.46666666666667 , 9.3"
"1070","Busarakhan","2000","Chlorides",76.2166666666667,34.1,157.8,"34.1 , 76.2166666666667 , 157.8"
"1071","Busarakhan","2000","Chromium",16.2185714285714,2,84.4,"2 , 16.2185714285714 , 84.4"
"1072","Busarakhan","2000","Copper",26.4728571428571,3,98,"3 , 26.4728571428571 , 98"
"1073","Busarakhan","2000","Dissolved oxygen",8.44166666666667,6.8,12.9,"6.8 , 8.44166666666667 , 12.9"
"1074","Busarakhan","2000","Fecal coliforms",2.10975,0.008,16,"0.008 , 2.10975 , 16"
"1075","Busarakhan","2000","Fecal streptococci ",0.02025,0.002,0.07,"0.002 , 0.02025 , 0.07"
"1076","Busarakhan","2000","gamma-Hexachlorocyclohexane",0.0466666666666667,0.01,0.12,"0.01 , 0.0466666666666667 , 0.12"
"1077","Busarakhan","2000","Iron",1.3025,0.68,1.77,"0.68 , 1.3025 , 1.77"
"1078","Busarakhan","2000","Lead",26.5342857142857,3.69,66,"3.69 , 26.5342857142857 , 66"
"1079","Busarakhan","2000","Macrozoobenthos",2.15833333333333,1.95,2.35,"1.95 , 2.15833333333333 , 2.35"
"1080","Busarakhan","2000","Magnesium",27.7083333333333,16.8,49.6,"16.8 , 27.7083333333333 , 49.6"
"1081","Busarakhan","2000","Manganese",57.6707142857143,0.02,500,"0.02 , 57.6707142857143 , 500"
"1082","Busarakhan","2000","Nitrates",1.93166666666667,0.75,3.22,"0.75 , 1.93166666666667 , 3.22"
"1083","Busarakhan","2000","Nitrites",0.0316666666666667,0.01,0.08,"0.01 , 0.0316666666666667 , 0.08"
"1084","Busarakhan","2000","Orthophosphate-phosphorus",0.0483333333333333,0.01,0.08,"0.01 , 0.0483333333333333 , 0.08"
"1085","Busarakhan","2000","p,p-DDT",0.065,0.01,0.3,"0.01 , 0.065 , 0.3"
"1086","Busarakhan","2000","Potassium",8.08333333333333,3,14.4,"3 , 8.08333333333333 , 14.4"
"1087","Busarakhan","2000","Sodium",44.1416666666667,17.9,97.4,"17.9 , 44.1416666666667 , 97.4"
"1088","Busarakhan","2000","Sulphates",122.575,48.1,171.5,"48.1 , 122.575 , 171.5"
"1089","Busarakhan","2000","Total coliforms",4.84636363636364,0.02,24,"0.02 , 4.84636363636364 , 24"
"1090","Busarakhan","2000","Total extractable matter",0.1275,0.08,0.22,"0.08 , 0.1275 , 0.22"
"1091","Busarakhan","2000","Total phosphorus",0.0833333333333333,0.02,0.19,"0.02 , 0.0833333333333333 , 0.19"
"1092","Busarakhan","2000","Water temperature",11.0666666666667,0.8,23,"0.8 , 11.0666666666667 , 23"
"1093","Busarakhan","2000","Zinc",58.2857142857143,13,219,"13 , 58.2857142857143 , 219"
"1094","Busarakhan","2001","Ammonium",0.357,0.2,0.69,"0.2 , 0.357 , 0.69"
"1095","Busarakhan","2001","Anionic active surfactants",0.126,0,0.39,"0 , 0.126 , 0.39"
"1096","Busarakhan","2001","Atrazine",0.014,0.01,0.02,"0.01 , 0.014 , 0.02"
"1097","Busarakhan","2001","Bicarbonates",191.96,146,244,"146 , 191.96 , 244"
"1098","Busarakhan","2001","Biochemical Oxygen",3.944,2.5,5.8,"2.5 , 3.944 , 5.8"
"1099","Busarakhan","2001","Cadmium",2.15555555555556,0.05,5,"0.05 , 2.15555555555556 , 5"
"1100","Busarakhan","2001","Calcium",71.85,53.1,89,"53.1 , 71.85 , 89"
"1101","Busarakhan","2001","Chemical Oxygen Demand (Cr)",18.34,11,28,"11 , 18.34 , 28"
"1102","Busarakhan","2001","Chemical Oxygen Demand (Mn)",5.727,4.1,7.9,"4.1 , 5.727 , 7.9"
"1103","Busarakhan","2001","Chlorides",50.174,41.3,89.6,"41.3 , 50.174 , 89.6"
"1104","Busarakhan","2001","Chromium",11.242,3.91,22.9,"3.91 , 11.242 , 22.9"
"1105","Busarakhan","2001","Copper",20.043,8.7,35.32,"8.7 , 20.043 , 35.32"
"1106","Busarakhan","2001","Dissolved oxygen",8.876,6.7,12,"6.7 , 8.876 , 12"
"1107","Busarakhan","2001","Fecal coliforms",0.036625,0.002,0.22,"0.002 , 0.036625 , 0.22"
"1108","Busarakhan","2001","Fecal streptococci ",0.00666666666666667,0.002,0.02,"0.002 , 0.00666666666666667 , 0.02"
"1109","Busarakhan","2001","gamma-Hexachlorocyclohexane",0.09075,0.006,0.43,"0.006 , 0.09075 , 0.43"
"1110","Busarakhan","2001","Iron",0.742,0.1,1.83,"0.1 , 0.742 , 1.83"
"1111","Busarakhan","2001","Lead",9.20888888888889,2,21.03,"2 , 9.20888888888889 , 21.03"
"1112","Busarakhan","2001","Macrozoobenthos",2.145,1.9,2.37,"1.9 , 2.145 , 2.37"
"1113","Busarakhan","2001","Magnesium",31.97,19.2,47.1,"19.2 , 31.97 , 47.1"
"1114","Busarakhan","2001","Manganese",0.079,0.01,0.16,"0.01 , 0.079 , 0.16"
"1115","Busarakhan","2001","Nitrates",1.88,0.81,3.17,"0.81 , 1.88 , 3.17"
"1116","Busarakhan","2001","Nitrites",0.0255,0.005,0.05,"0.005 , 0.0255 , 0.05"
"1117","Busarakhan","2001","Orthophosphate-phosphorus",0.047,0.01,0.12,"0.01 , 0.047 , 0.12"
"1118","Busarakhan","2001","p,p-DDT",0.178571428571429,0.03,0.35,"0.03 , 0.178571428571429 , 0.35"
"1119","Busarakhan","2001","Potassium",5.088,2.7,9.2,"2.7 , 5.088 , 9.2"
"1120","Busarakhan","2001","Sodium",44.259,23.8,99.8,"23.8 , 44.259 , 99.8"
"1121","Busarakhan","2001","Sulphates",122.04,63.8,230.6,"63.8 , 122.04 , 230.6"
"1122","Busarakhan","2001","Total coliforms",1.25125,0.02,9.2,"0.02 , 1.25125 , 9.2"
"1123","Busarakhan","2001","Total extractable matter",0.13,0.09,0.18,"0.09 , 0.13 , 0.18"
"1124","Busarakhan","2001","Total phosphorus",0.0822222222222222,0.02,0.14,"0.02 , 0.0822222222222222 , 0.14"
"1125","Busarakhan","2001","Water temperature",13.45,3.2,25.6,"3.2 , 13.45 , 25.6"
"1126","Busarakhan","2001","Zinc",33.8,9,71,"9 , 33.8 , 71"
"1127","Busarakhan","2002","Ammonium",0.459285714285714,0.11,0.79,"0.11 , 0.459285714285714 , 0.79"
"1128","Busarakhan","2002","Atrazine",0,0,0,"0 , 0 , 0"
"1129","Busarakhan","2002","Bicarbonates",202.985714285714,73.2,336,"73.2 , 202.985714285714 , 336"
"1130","Busarakhan","2002","Biochemical Oxygen",4.21818181818182,2,6.2,"2 , 4.21818181818182 , 6.2"
"1131","Busarakhan","2002","Cadmium",1.08333333333333,0.27,3.89,"0.27 , 1.08333333333333 , 3.89"
"1132","Busarakhan","2002","Calcium",64.6214285714286,36.8,96,"36.8 , 64.6214285714286 , 96"
"1133","Busarakhan","2002","Chemical Oxygen Demand (Cr)",35.9,18,55,"18 , 35.9 , 55"
"1134","Busarakhan","2002","Chemical Oxygen Demand (Mn)",7.35,4.2,14.4,"4.2 , 7.35 , 14.4"
"1135","Busarakhan","2002","Chlorides",55.0357142857143,28.4,100.3,"28.4 , 55.0357142857143 , 100.3"
"1136","Busarakhan","2002","Chromium",11.7355555555556,0.64,78.8,"0.64 , 11.7355555555556 , 78.8"
"1137","Busarakhan","2002","Copper",22.0888888888889,2.84,63.6,"2.84 , 22.0888888888889 , 63.6"
"1138","Busarakhan","2002","Dissolved oxygen",9,6.8,14.1,"6.8 , 9 , 14.1"
"1139","Busarakhan","2002","Fecal coliforms",0.006,0.006,0.006,"0.006 , 0.006 , 0.006"
"1140","Busarakhan","2002","Fecal streptococci ",0,0,0,"0 , 0 , 0"
"1141","Busarakhan","2002","gamma-Hexachlorocyclohexane",0.0266666666666667,0,0.09,"0 , 0.0266666666666667 , 0.09"
"1142","Busarakhan","2002","Iron",2.987,0.13,23.47,"0.13 , 2.987 , 23.47"
"1143","Busarakhan","2002","Lead",6.5525,0.11,21.5,"0.11 , 6.5525 , 21.5"
"1144","Busarakhan","2002","Magnesium",32.9857142857143,19.2,47.1,"19.2 , 32.9857142857143 , 47.1"
"1145","Busarakhan","2002","Manganese",27.682,0.02,276,"0.02 , 27.682 , 276"
"1146","Busarakhan","2002","Nickel",2.034,0.98,3.78,"0.98 , 2.034 , 3.78"
"1147","Busarakhan","2002","Nitrates",3.55142857142857,0.24,11.5,"0.24 , 3.55142857142857 , 11.5"
"1148","Busarakhan","2002","Nitrites",0.0554285714285714,0.006,0.12,"0.006 , 0.0554285714285714 , 0.12"
"1149","Busarakhan","2002","Orthophosphate-phosphorus",0.0469285714285714,0.005,0.19,"0.005 , 0.0469285714285714 , 0.19"
"1150","Busarakhan","2002","p,p-DDT",0.004,0,0.01,"0 , 0.004 , 0.01"
"1151","Busarakhan","2002","PAHs",6.45,6.45,6.45,"6.45 , 6.45 , 6.45"
"1152","Busarakhan","2002","Petroleum hydrocarbons",1.12,1.12,1.12,"1.12 , 1.12 , 1.12"
"1153","Busarakhan","2002","Potassium",5.23333333333333,4.3,5.7,"4.3 , 5.23333333333333 , 5.7"
"1154","Busarakhan","2002","Sodium",30,30,30,"30 , 30 , 30"
"1155","Busarakhan","2002","Sulphates",102.8,31,160.2,"31 , 102.8 , 160.2"
"1156","Busarakhan","2002","Total coliforms",0.01,0.01,0.01,"0.01 , 0.01 , 0.01"
"1157","Busarakhan","2002","Total phosphorus",0.0764285714285714,0.02,0.23,"0.02 , 0.0764285714285714 , 0.23"
"1158","Busarakhan","2002","Water temperature",11.7857142857143,0,27,"0 , 11.7857142857143 , 27"
"1159","Busarakhan","2002","Zinc",30,1,104,"1 , 30 , 104"
"1160","Busarakhan","2003","Ammonium",0.62,0.27,1.41,"0.27 , 0.62 , 1.41"
"1161","Busarakhan","2003","Anionic active surfactants",0.031,0.028,0.034,"0.028 , 0.031 , 0.034"
"1162","Busarakhan","2003","Atrazine",0,0,0,"0 , 0 , 0"
"1163","Busarakhan","2003","Benzo(a)pyrene",0.001,0.001,0.001,"0.001 , 0.001 , 0.001"
"1164","Busarakhan","2003","Benzo(b)fluoranthene",0.001,0.001,0.001,"0.001 , 0.001 , 0.001"
"1165","Busarakhan","2003","Benzo(g,h,i)perylene",0.001,0.001,0.001,"0.001 , 0.001 , 0.001"
"1166","Busarakhan","2003","Benzo(k)fluoranthene",0.001,0.001,0.001,"0.001 , 0.001 , 0.001"
"1167","Busarakhan","2003","Bicarbonates",218.3,151.8,392.1,"151.8 , 218.3 , 392.1"
"1168","Busarakhan","2003","Biochemical Oxygen",2.91818181818182,1.3,6.8,"1.3 , 2.91818181818182 , 6.8"
"1169","Busarakhan","2003","Cadmium",0.364833333333333,0.042,1.221,"0.042 , 0.364833333333333 , 1.221"
"1170","Busarakhan","2003","Calcium",53.55,19.4,76.3,"19.4 , 53.55 , 76.3"
"1171","Busarakhan","2003","Chemical Oxygen Demand (Cr)",24.8181818181818,16,42,"16 , 24.8181818181818 , 42"
"1172","Busarakhan","2003","Chemical Oxygen Demand (Mn)",7.89090909090909,4.3,27,"4.3 , 7.89090909090909 , 27"
"1173","Busarakhan","2003","Chlorides",49.7083333333333,35.5,58.5,"35.5 , 49.7083333333333 , 58.5"
"1174","Busarakhan","2003","Chromium",4.48083333333333,0.37,36.12,"0.37 , 4.48083333333333 , 36.12"
"1175","Busarakhan","2003","Copper",12.08,2.32,64.45,"2.32 , 12.08 , 64.45"
